"Tissue","OG","n_pairs","Pairs","species","gene_id","galGal_geneID","taeGut_geneID"
"Heart","OG_0013376",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_52839",NA,NA
"Heart","OG_0013376",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_030280059.4.301",NA,NA
"Heart","OG_0013376",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_030280059.4.3273",NA,NA
"Heart","OG_0013376",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","stringtie_mRNA_9862",NA,NA
"Heart","OG_0013376",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","stringtie_mRNA_40635",NA,NA
"Heart","OG_0013376",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","NM_204534.5.11",NA,NA
"Heart","OG_0013376",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","NM_204534.5.1417",NA,NA
"Heart","OG_0013422",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","TNNC1-like_stringtie_mRNA_1332",NA,NA
"Heart","OG_0013422",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","TNNC1-like_stringtie_mRNA_63834",NA,NA
"Heart","OG_0013422",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","stringtie_mRNA_19880",NA,NA
"Heart","OG_0013422",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","XM_002194618.7.428",NA,NA
"Heart","OG_0013422",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_072934748.1.3876",NA,NA
"Heart","OG_0013422",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_072934748.1.151",NA,NA
"Heart","OG_0013422",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_072934748.1.225",NA,NA
"Heart","OG_0013422",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_072934748.1.16",NA,NA
"Heart","OG_0013422",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_072934748.1.1276",NA,NA
"Heart","OG_0013423",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","CREBRF-like_stringtie_mRNA_25947",NA,NA
"Heart","OG_0013423",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","CREBRF-like_stringtie_mRNA_29390",NA,NA
"Heart","OG_0013423",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_030284169.4.15",NA,NA
"Heart","OG_0013423",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","CREBRF-like_stringtie_mRNA_38029",NA,NA
"Heart","OG_0013423",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","CREBRF-like_stringtie_mRNA_15131",NA,NA
"Heart","OG_0013423",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","CREBRF-like_stringtie_mRNA_1967",NA,NA
"Heart","OG_0013423",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","CREBRF-like_stringtie_mRNA_31933",NA,NA
"Heart","OG_0013423",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_040647152.2.19",NA,NA
"Heart","OG_0013423",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_040647152.2.237",NA,NA
"Heart","OG_0013474",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","Plekhf1-like_stringtie_mRNA_42119",NA,NA
"Heart","OG_0013474",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","Plekhf1-like_stringtie_mRNA_16760",NA,NA
"Heart","OG_0013474",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","Plekhf1-like_stringtie_mRNA_993",NA,NA
"Heart","OG_0013474",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","Plekhf1-like_stringtie_mRNA_33952",NA,NA
"Heart","OG_0013474",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_072934290.1.514",NA,NA
"Heart","OG_0013474",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","Plekhf1-like_stringtie_mRNA_17071",NA,NA
"Heart","OG_0013474",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_030282367.4.43",NA,NA
"Heart","OG_0013474",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","Plekhf1-like_stringtie_mRNA_22985",NA,NA
"Heart","OG_0013474",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","Plekhf1-like_stringtie_mRNA_17984",NA,NA
"Heart","OG_0013551",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_44591",NA,NA
"Heart","OG_0013551",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","stringtie_mRNA_65204",NA,NA
"Heart","OG_0013551",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_31837",NA,NA
"Heart","OG_0013551",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","stringtie_mRNA_402",NA,NA
"Heart","OG_0013551",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_030257555.4.155",NA,NA
"Heart","OG_0013551",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_030257555.4.75",NA,NA
"Heart","OG_0013551",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","stringtie_mRNA_14534",NA,NA
"Heart","OG_0013551",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_030257555.4.64",NA,NA
"Heart","OG_0013551",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","stringtie_mRNA_1010",NA,NA
"Heart","OG_0013594",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","Laptm4b-like_stringtie_mRNA_9142",NA,NA
"Heart","OG_0013594",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","stringtie_mRNA_39110",NA,NA
"Heart","OG_0013594",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_001233338.7.50",NA,NA
"Heart","OG_0013594",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_002198770.7.27",NA,NA
"Heart","OG_0013594",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","Laptm4b-like_stringtie_mRNA_28904",NA,NA
"Heart","OG_0013594",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","LAPTM4B-like_stringtie_mRNA_37376",NA,NA
"Heart","OG_0013594",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_001233338.7.181",NA,NA
"Heart","OG_0013594",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","Laptm4b-like_stringtie_mRNA_13955",NA,NA
"Heart","OG_0013594",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_001233338.7.248",NA,NA
"Heart","OG_0013678",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","XM_040654876.2.69626",NA,NA
"Heart","OG_0013678",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCan","XM_030277819.4.57",NA,NA
"Heart","OG_0013678",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCri","XM_030277819.4.5",NA,NA
"Heart","OG_0013678",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakLuc","ABP1-like_stringtie_mRNA_35661",NA,NA
"Heart","OG_0013678",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaAtr","XM_040654876.2.64585",NA,NA
"Heart","OG_0013678",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaBer","XM_040654877.2.37991",NA,NA
"Heart","OG_0013678",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaCae","XM_040654878.2.44434",NA,NA
"Heart","OG_0013678",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaDol","ABP1-like_stringtie_mRNA_15707",NA,NA
"Heart","OG_0013678",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaRuf","XM_040654877.2.24023",NA,NA
"Heart","OG_0013698",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","EPB42-like_stringtie_mRNA_20956",NA,NA
"Heart","OG_0013698",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_041720213.2.67",NA,NA
"Heart","OG_0013698",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_041720213.2.200",NA,NA
"Heart","OG_0013698",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_041720213.2.33",NA,NA
"Heart","OG_0013698",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","EPB42-like_stringtie_mRNA_35549",NA,NA
"Heart","OG_0013698",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_041720213.2.58",NA,NA
"Heart","OG_0013698",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_030288518.4.193",NA,NA
"Heart","OG_0013698",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_030288518.4.44",NA,NA
"Heart","OG_0013698",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","EPB42-like_stringtie_mRNA_61460",NA,NA
"Heart","OG_0013750",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","XM_072932378.1.6",NA,NA
"Heart","OG_0013750",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","TMEM237-like_stringtie_mRNA_5722",NA,NA
"Heart","OG_0013750",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","NM_001305144.2.5",NA,NA
"Heart","OG_0013750",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","XM_004942616.5.46",NA,NA
"Heart","OG_0013750",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","NM_001305144.2.675",NA,NA
"Heart","OG_0013750",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","NM_001305144.2.27",NA,NA
"Heart","OG_0013750",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","NM_001305144.2.2",NA,NA
"Heart","OG_0013750",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","XM_004942616.5.7",NA,NA
"Heart","OG_0013750",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","TMEM237-like_stringtie_mRNA_25288",NA,NA
"Heart","OG_0013843",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","SLC12A5-like_stringtie_mRNA_56996",NA,NA
"Heart","OG_0013843",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","SLC12A5-like_stringtie_mRNA_64833",NA,NA
"Heart","OG_0013843",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_47171",NA,NA
"Heart","OG_0013843",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","SLC12A5-like_stringtie_mRNA_44274",NA,NA
"Heart","OG_0013843",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","stringtie_mRNA_5493",NA,NA
"Heart","OG_0013843",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","stringtie_mRNA_6051",NA,NA
"Heart","OG_0013843",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","SLC12A5-like_stringtie_mRNA_6022",NA,NA
"Heart","OG_0013843",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","stringtie_mRNA_46313",NA,NA
"Heart","OG_0013843",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","SLC12A5-like_stringtie_mRNA_16476",NA,NA
"Heart","OG_0013871",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","C7-like_stringtie_mRNA_8753",NA,NA
"Heart","OG_0013871",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","C7-like_stringtie_mRNA_57011",NA,NA
"Heart","OG_0013871",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_072922117.1.350",NA,NA
"Heart","OG_0013871",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_072922117.1.351",NA,NA
"Heart","OG_0013871",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_072922117.1.821",NA,NA
"Heart","OG_0013871",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","C7-like_stringtie_mRNA_10358",NA,NA
"Heart","OG_0013871",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","C7-like_stringtie_mRNA_7011",NA,NA
"Heart","OG_0013871",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","C7-like_stringtie_mRNA_41308",NA,NA
"Heart","OG_0013871",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","C7-like_stringtie_mRNA_40412",NA,NA
"Heart","OG_0013909",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","Smpd2-like_stringtie_mRNA_46665",NA,NA
"Heart","OG_0013909",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","Smpd2-like_stringtie_mRNA_66963",NA,NA
"Heart","OG_0013909",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","XM_030291926.4.237",NA,NA
"Heart","OG_0013909",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","Smpd2-like_stringtie_mRNA_11366",NA,NA
"Heart","OG_0013909",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","Smpd2-like_stringtie_mRNA_39847",NA,NA
"Heart","OG_0013909",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","Smpd2-like_stringtie_mRNA_4760",NA,NA
"Heart","OG_0013909",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","Smpd2-like_stringtie_mRNA_5943",NA,NA
"Heart","OG_0013909",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","Smpd2-like_stringtie_mRNA_28161",NA,NA
"Heart","OG_0013909",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","XM_072918754.1.797",NA,NA
"Heart","OG_0013940",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","NM_001245677.1.140",NA,NA
"Heart","OG_0013940",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","abarapl2-like_stringtie_mRNA_56889",NA,NA
"Heart","OG_0013940",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","abarapl2-like_stringtie_mRNA_33584",NA,NA
"Heart","OG_0013940",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","NM_001245677.1.291",NA,NA
"Heart","OG_0013940",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","NM_001245677.1.2216",NA,NA
"Heart","OG_0013940",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","NM_001245677.1.163",NA,NA
"Heart","OG_0013940",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","NM_001245677.1.642",NA,NA
"Heart","OG_0013940",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","abarapl2-like_stringtie_mRNA_22027",NA,NA
"Heart","OG_0013940",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","NM_001245677.1.321",NA,NA
"Heart","OG_0013976",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","stringtie_mRNA_1974",NA,NA
"Heart","OG_0013976",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","XM_012572936.5.27",NA,NA
"Heart","OG_0013976",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","TPRA1-like_stringtie_mRNA_8929",NA,NA
"Heart","OG_0013976",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","stringtie_mRNA_11159",NA,NA
"Heart","OG_0013976",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","TPRA1-like_stringtie_mRNA_36341",NA,NA
"Heart","OG_0013976",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","stringtie_mRNA_35644",NA,NA
"Heart","OG_0013976",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","TPRA1-like_stringtie_mRNA_62820",NA,NA
"Heart","OG_0013976",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","TPRA1-like_stringtie_mRNA_17712",NA,NA
"Heart","OG_0013976",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","TPRA1-like_stringtie_mRNA_21924",NA,NA
"Heart","OG_0013980",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_072930244.1.39",NA,NA
"Heart","OG_0013980",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","Coq6-like_stringtie_mRNA_41538",NA,NA
"Heart","OG_0013980",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","coq6-like_stringtie_mRNA_29430",NA,NA
"Heart","OG_0013980",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_002199878.6.16",NA,NA
"Heart","OG_0013980",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","COQ6-like_stringtie_mRNA_48746",NA,NA
"Heart","OG_0013980",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","Coq6-like_stringtie_mRNA_31723",NA,NA
"Heart","OG_0013980",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","Coq6-like_stringtie_mRNA_38457",NA,NA
"Heart","OG_0013980",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_002199878.6.4",NA,NA
"Heart","OG_0013980",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","COQ6-like_stringtie_mRNA_48909",NA,NA
"Heart","OG_0014026",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","XM_004934976.5.158",NA,NA
"Heart","OG_0014026",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","XM_030291776.4.231",NA,NA
"Heart","OG_0014026",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","Cd34-like_stringtie_mRNA_17261",NA,NA
"Heart","OG_0014026",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","Cd34-like_stringtie_mRNA_26573",NA,NA
"Heart","OG_0014026",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","XM_004934975.5.1640",NA,NA
"Heart","OG_0014026",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","XM_004934975.5.92",NA,NA
"Heart","OG_0014026",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","XM_040652983.2.228",NA,NA
"Heart","OG_0014026",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","XM_030291777.4.119",NA,NA
"Heart","OG_0014026",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","XM_030291777.4.221",NA,NA
"Heart","OG_0014047",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_015296820.4.122",NA,NA
"Heart","OG_0014047",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","stringtie_mRNA_24344",NA,NA
"Heart","OG_0014047",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","MXRA8-like_stringtie_mRNA_48194",NA,NA
"Heart","OG_0014047",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","MXRA8-like_stringtie_mRNA_34539",NA,NA
"Heart","OG_0014047",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_041720437.2.2182",NA,NA
"Heart","OG_0014047",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","MXRA8-like_stringtie_mRNA_22817",NA,NA
"Heart","OG_0014047",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","stringtie_mRNA_28280",NA,NA
"Heart","OG_0014047",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_015296820.4.55",NA,NA
"Heart","OG_0014047",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_015296820.4.1059",NA,NA
"Heart","OG_0014064",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","ZNF407-like_stringtie_mRNA_9869",NA,NA
"Heart","OG_0014064",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","ZNF407-like_stringtie_mRNA_35895",NA,NA
"Heart","OG_0014064",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","ZNF407-like_stringtie_mRNA_19008",NA,NA
"Heart","OG_0014064",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","ZNF407-like_stringtie_mRNA_28773",NA,NA
"Heart","OG_0014064",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","ZNF407-like_stringtie_mRNA_23496",NA,NA
"Heart","OG_0014064",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","ZNF407-like_stringtie_mRNA_38346",NA,NA
"Heart","OG_0014064",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","ZNF407-like_stringtie_mRNA_57125",NA,NA
"Heart","OG_0014064",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","ZNF407-like_stringtie_mRNA_12927",NA,NA
"Heart","OG_0014064",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","ZNF407-like_stringtie_mRNA_49364",NA,NA
"Heart","OG_0014182",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_030277647.4.6",NA,NA
"Heart","OG_0014182",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","DUFS1-like_stringtie_mRNA_5604",NA,NA
"Heart","OG_0014182",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_28688",NA,NA
"Heart","OG_0014182",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_030277647.4.76",NA,NA
