"Tissue","OG","n_pairs","Pairs","species","gene_id"
"Kidney","OG_0007882",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","XM_004175500.6.68"
"Kidney","OG_0007882",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCan","XM_004175500.6.14"
"Kidney","OG_0007882",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCri","VIM-like_stringtie_mRNA_14966"
"Kidney","OG_0007882",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakLuc","XM_004175500.6.20"
"Kidney","OG_0007882",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaAtr","VIM-like_stringtie_mRNA_26964"
"Kidney","OG_0007882",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaBer","XM_004175500.6.7"
"Kidney","OG_0007882",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaCae","VIM-like_stringtie_mRNA_34350"
"Kidney","OG_0007882",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaDol","VIM-like_stringtie_mRNA_487"
"Kidney","OG_0007882",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaRuf","XM_004175500.6.3"
"Kidney","OG_0007885",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","ADRA1D-like_stringtie_mRNA_55369"
"Kidney","OG_0007885",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","ADRA1D-like_stringtie_mRNA_56205"
"Kidney","OG_0007885",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","XM_012573694.5.157"
"Kidney","OG_0007885",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","stringtie_mRNA_25755"
"Kidney","OG_0007885",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","XM_012573694.5.347"
"Kidney","OG_0007885",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","stringtie_mRNA_29244"
"Kidney","OG_0007885",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","stringtie_mRNA_27269"
"Kidney","OG_0007885",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","XM_012573694.5.13"
"Kidney","OG_0007885",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","ADRA1D-like_stringtie_mRNA_8550"
"Kidney","OG_0007887",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","ALNT2-like_stringtie_mRNA_3019"
"Kidney","OG_0007887",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","XM_040697579.1.62"
"Kidney","OG_0007887",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","XM_040697579.1.135"
"Kidney","OG_0007887",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","XM_040697579.1.64"
"Kidney","OG_0007887",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","XM_040697579.1.216"
"Kidney","OG_0007887",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","XM_040697579.1.82"
"Kidney","OG_0007887",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","XM_040697579.1.88"
"Kidney","OG_0007887",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","XM_040697579.1.5"
"Kidney","OG_0007887",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","ALNT2-like_stringtie_mRNA_18059"
"Kidney","OG_0007897",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","Htra3-like_stringtie_mRNA_55668"
"Kidney","OG_0007897",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","Htra3-like_stringtie_mRNA_32869"
"Kidney","OG_0007897",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","XM_002194729.6.196"
"Kidney","OG_0007897",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","XM_002194729.6.62"
"Kidney","OG_0007897",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","Htra3-like_stringtie_mRNA_30769"
"Kidney","OG_0007897",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","Htra3-like_stringtie_mRNA_28994"
"Kidney","OG_0007897",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","XM_002194729.6.131"
"Kidney","OG_0007897",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","XM_002194729.6.13"
"Kidney","OG_0007897",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","XM_002194729.6.235"
"Kidney","OG_0007906",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","MYL9-like_stringtie_mRNA_14965"
"Kidney","OG_0007906",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCan","stringtie_mRNA_54863"
"Kidney","OG_0007906",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCri","MYL9-like_stringtie_mRNA_51963"
"Kidney","OG_0007906",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakLuc","MYL9-like_stringtie_mRNA_277"
"Kidney","OG_0007906",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaAtr","XM_030288649.4.4043"
"Kidney","OG_0007906",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaBer","XM_030288649.4.145"
"Kidney","OG_0007906",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaCae","XM_030288649.4.1027"
"Kidney","OG_0007906",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaDol","MYL9-like_stringtie_mRNA_1249"
"Kidney","OG_0007906",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaRuf","MYL9-like_stringtie_mRNA_39683"
"Kidney","OG_0007944",2,"thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","XM_030279760.4.7"
"Kidney","OG_0007944",2,"thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCan","HMGCS2-like_stringtie_mRNA_16185"
"Kidney","OG_0007944",2,"thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCri","HMGCS2-like_stringtie_mRNA_59518"
"Kidney","OG_0007944",2,"thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakLuc","HMGCS2-like_stringtie_mRNA_43413"
"Kidney","OG_0007944",2,"thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaAtr","HMGCS2-like_stringtie_mRNA_45168"
"Kidney","OG_0007944",2,"thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaBer","XM_030279760.4.22"
"Kidney","OG_0007944",2,"thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaCae","HMGCS2-like_stringtie_mRNA_26851"
"Kidney","OG_0007944",2,"thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaDol","XM_030279760.4.9"
"Kidney","OG_0007944",2,"thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaRuf","XM_030279760.4.269"
"Kidney","OG_0007950",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","PTGS2-like_stringtie_mRNA_52920"
"Kidney","OG_0007950",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","NM_001167719.2.296"
"Kidney","OG_0007950",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","PTGS2-like_stringtie_mRNA_61073"
"Kidney","OG_0007950",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","NM_001167719.2.502"
"Kidney","OG_0007950",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","stringtie_mRNA_32584"
"Kidney","OG_0007950",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","NM_001167719.2.136"
"Kidney","OG_0007950",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","XM_030279481.4.450"
"Kidney","OG_0007950",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","NM_001167719.2.107"
"Kidney","OG_0007950",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","XM_030279481.4.441"
"Kidney","OG_0007957",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","XM_415313.7.1129"
"Kidney","OG_0007957",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","XM_046901417.1.476"
"Kidney","OG_0007957",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","WSB2-like_stringtie_mRNA_44289"
"Kidney","OG_0007957",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","XM_046901417.1.517"
"Kidney","OG_0007957",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","XM_030285618.4.5904"
"Kidney","OG_0007957",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","Wsb2-like_stringtie_mRNA_46463"
"Kidney","OG_0007957",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","XM_030285618.4.3014"
"Kidney","OG_0007957",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","WSB2-like_stringtie_mRNA_1542"
"Kidney","OG_0007957",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","XM_046901417.1.2484"
"Kidney","OG_0007964",2,"dysSti_vs_sakCri;thaAmb_vs_thaPel","drySqu","XM_001231245.7.116"
"Kidney","OG_0007964",2,"dysSti_vs_sakCri;thaAmb_vs_thaPel","sakCan","XM_001231245.7.87"
"Kidney","OG_0007964",2,"dysSti_vs_sakCri;thaAmb_vs_thaPel","sakCri","F2RL2-like_stringtie_mRNA_25003"
"Kidney","OG_0007964",2,"dysSti_vs_sakCri;thaAmb_vs_thaPel","sakLuc","XM_012577714.5.172"
"Kidney","OG_0007964",2,"dysSti_vs_sakCri;thaAmb_vs_thaPel","thaAtr","XM_001231245.7.594"
"Kidney","OG_0007964",2,"dysSti_vs_sakCri;thaAmb_vs_thaPel","thaBer","XM_012577714.5.21"
"Kidney","OG_0007964",2,"dysSti_vs_sakCri;thaAmb_vs_thaPel","thaCae","XM_012577714.5.250"
"Kidney","OG_0007964",2,"dysSti_vs_sakCri;thaAmb_vs_thaPel","thaDol","XM_012577714.5.22"
"Kidney","OG_0007964",2,"dysSti_vs_sakCri;thaAmb_vs_thaPel","thaRuf","XM_012577714.5.415"
"Kidney","OG_0007966",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","XM_025141976.3.140"
"Kidney","OG_0007966",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","VEZF1-like_stringtie_mRNA_38089"
"Kidney","OG_0007966",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","XM_025141976.3.139"
"Kidney","OG_0007966",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","XM_025141976.3.69"
"Kidney","OG_0007966",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","VEZF1-like_stringtie_mRNA_8811"
"Kidney","OG_0007966",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","XM_025141976.3.95"
"Kidney","OG_0007966",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","XM_025141976.3.1412"
"Kidney","OG_0007966",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","XM_025141976.3.60"
"Kidney","OG_0007966",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","XM_025141976.3.449"
"Kidney","OG_0007971",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","XM_030269886.4.109"
"Kidney","OG_0007971",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","XM_030269886.4.150"
"Kidney","OG_0007971",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","stringtie_mRNA_4644"
"Kidney","OG_0007971",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","XM_030269886.4.371"
"Kidney","OG_0007971",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","XM_030269886.4.660"
"Kidney","OG_0007971",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","stringtie_mRNA_20729"
"Kidney","OG_0007971",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","XM_030269886.4.405"
"Kidney","OG_0007971",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","Xkr6-like_stringtie_mRNA_9813"
"Kidney","OG_0007971",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","XM_030269886.4.437"
"Kidney","OG_0008008",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","BICC1-like_stringtie_mRNA_14423"
"Kidney","OG_0008008",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","XM_072930966.1.1"
"Kidney","OG_0008008",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","XM_072930967.1.52"
"Kidney","OG_0008008",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","BICC1-like_stringtie_mRNA_31479"
"Kidney","OG_0008008",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","XM_072930966.1.55"
"Kidney","OG_0008008",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","XM_072930966.1.11"
"Kidney","OG_0008008",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","XM_072930966.1.5"
"Kidney","OG_0008008",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","BICC1-like_stringtie_mRNA_21888"
"Kidney","OG_0008008",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","XM_030275819.4.26"
"Kidney","OG_0008020",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","RDE2-like_stringtie_mRNA_14191"
"Kidney","OG_0008020",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","XM_421314.8.5"
"Kidney","OG_0008020",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","XM_421314.8.145"
"Kidney","OG_0008020",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","XM_002200095.6.40"
"Kidney","OG_0008020",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","RDE2-like_stringtie_mRNA_27167"
"Kidney","OG_0008020",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","RDE2-like_stringtie_mRNA_31969"
"Kidney","OG_0008020",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","RDE2-like_stringtie_mRNA_21668"
"Kidney","OG_0008020",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","XM_015287744.4.4"
"Kidney","OG_0008020",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","XM_002200095.6.457"
"Kidney","OG_0008037",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","XM_002189117.7.324"
"Kidney","OG_0008037",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","LONP1-like_stringtie_mRNA_66130"
"Kidney","OG_0008037",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","LONP1-like_stringtie_mRNA_24176"
"Kidney","OG_0008037",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","LONP1-like_stringtie_mRNA_30368"
"Kidney","OG_0008037",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","XM_002189117.7.3515"
"Kidney","OG_0008037",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","LONP1-like_stringtie_mRNA_13350"
"Kidney","OG_0008037",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","LONP1-like_stringtie_mRNA_30365"
"Kidney","OG_0008037",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","LONP1-like_stringtie_mRNA_34611"
"Kidney","OG_0008037",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","XM_002189117.7.1272"
"Kidney","OG_0008064",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","PDGFRA-like_stringtie_mRNA_55213"
"Kidney","OG_0008064",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","PDGFRA-like_stringtie_mRNA_9664"
"Kidney","OG_0008064",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","PDGFRA-like_stringtie_mRNA_53394"
"Kidney","OG_0008064",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","XM_030271078.4.73"
"Kidney","OG_0008064",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","XM_030271078.4.224"
"Kidney","OG_0008064",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","XM_030271078.4.12"
"Kidney","OG_0008064",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","stringtie_mRNA_19082"
"Kidney","OG_0008064",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","PDGFRA-like_stringtie_mRNA_17082"
"Kidney","OG_0008064",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","XM_030271078.4.88"
"Kidney","OG_0008065",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","stringtie_mRNA_26381"
"Kidney","OG_0008065",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCan","XM_030283823.4.10"
"Kidney","OG_0008065",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCri","stringtie_mRNA_49360"
"Kidney","OG_0008065",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakLuc","XM_030283823.4.109"
"Kidney","OG_0008065",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaAtr","PDGFRB-like_stringtie_mRNA_43054"
"Kidney","OG_0008065",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaBer","XM_030283823.4.15"
"Kidney","OG_0008065",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaCae","Pdgfrb-like_stringtie_mRNA_54518"
"Kidney","OG_0008065",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaDol","XM_030283823.4.20"
"Kidney","OG_0008065",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaRuf","Pdgfrb-like_stringtie_mRNA_37028"
"Kidney","OG_0008067",2,"dysSti_vs_sakCri;thaRuf_vs_thaTor","drySqu","CSF1R-like_stringtie_mRNA_26383"
"Kidney","OG_0008067",2,"dysSti_vs_sakCri;thaRuf_vs_thaTor","sakCan","CSF1R-like_stringtie_mRNA_29893"
"Kidney","OG_0008067",2,"dysSti_vs_sakCri;thaRuf_vs_thaTor","sakCri","CSF1R-like_stringtie_mRNA_49362"
"Kidney","OG_0008067",2,"dysSti_vs_sakCri;thaRuf_vs_thaTor","sakLuc","CSF1R-like_stringtie_mRNA_17096"
"Kidney","OG_0008067",2,"dysSti_vs_sakCri;thaRuf_vs_thaTor","thaAtr","Csf1r-like_stringtie_mRNA_4965"
"Kidney","OG_0008067",2,"dysSti_vs_sakCri;thaRuf_vs_thaTor","thaBer","CSF1R-like_stringtie_mRNA_49311"
"Kidney","OG_0008067",2,"dysSti_vs_sakCri;thaRuf_vs_thaTor","thaCae","NM_001193260.1.318"
"Kidney","OG_0008067",2,"dysSti_vs_sakCri;thaRuf_vs_thaTor","thaDol","CSF1R-like_stringtie_mRNA_44838"
"Kidney","OG_0008067",2,"dysSti_vs_sakCri;thaRuf_vs_thaTor","thaRuf","NM_001193260.1.570"
"Kidney","OG_0008069",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","FLT1-like_stringtie_mRNA_40772"
"Kidney","OG_0008069",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","kdrl-like_stringtie_mRNA_15751"
"Kidney","OG_0008069",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","kdrl-like_stringtie_mRNA_21742"
"Kidney","OG_0008069",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","kdrl-like_stringtie_mRNA_16318"
"Kidney","OG_0008069",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","stringtie_mRNA_27037"
"Kidney","OG_0008069",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","kdrl-like_stringtie_mRNA_8229"
"Kidney","OG_0008069",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","kdrl-like_stringtie_mRNA_51466"
"Kidney","OG_0008069",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","kdrl-like_stringtie_mRNA_40008"
"Kidney","OG_0008069",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","kdrl-like_stringtie_mRNA_10487"
"Kidney","OG_0008071",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","KDR-like_stringtie_mRNA_55211"
"Kidney","OG_0008071",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","KDR-like_stringtie_mRNA_9660"
"Kidney","OG_0008071",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","NM_001004368.2.19"
"Kidney","OG_0008071",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","KDR-like_stringtie_mRNA_27278"
"Kidney","OG_0008071",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","XM_030271089.4.885"
"Kidney","OG_0008071",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","XM_030271089.4.12"
"Kidney","OG_0008071",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","XM_030271089.4.7"
"Kidney","OG_0008071",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","XM_030271089.4.6"
"Kidney","OG_0008071",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","KDR-like_stringtie_mRNA_22372"
"Kidney","OG_0008074",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","XM_030288565.4.33"
"Kidney","OG_0008074",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","XM_025142351.3.25"
"Kidney","OG_0008074",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","stringtie_mRNA_5564"
"Kidney","OG_0008074",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","XM_025142351.3.55"
"Kidney","OG_0008074",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","XM_015296626.4.199"
"Kidney","OG_0008074",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","XM_030288565.4.46"
"Kidney","OG_0008074",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","XM_025142351.3.153"
"Kidney","OG_0008074",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","myt1-like_stringtie_mRNA_46076"
"Kidney","OG_0008074",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","MYT1-like_stringtie_mRNA_46862"
"Kidney","OG_0008084",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","HERC2-like_stringtie_mRNA_41169"
"Kidney","OG_0008084",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","HERC2-like_stringtie_mRNA_37384"
"Kidney","OG_0008084",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","HERC2-like_stringtie_mRNA_17343"
"Kidney","OG_0008084",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","HERC2-like_stringtie_mRNA_30243"
"Kidney","OG_0008084",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","HERC2-like_stringtie_mRNA_27874"
"Kidney","OG_0008084",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","HERC2-like_stringtie_mRNA_33949"
"Kidney","OG_0008084",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","HERC2-like_stringtie_mRNA_37205"
"Kidney","OG_0008084",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","HERC2-like_stringtie_mRNA_10362"
"Kidney","OG_0008084",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","HERC2-like_stringtie_mRNA_32420"
"Kidney","OG_0008088",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","stringtie_mRNA_7280"
"Kidney","OG_0008088",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","stringtie_mRNA_4620"
"Kidney","OG_0008088",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","stringtie_mRNA_28204"
"Kidney","OG_0008088",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","Igfbp5-like_stringtie_mRNA_22244"
"Kidney","OG_0008088",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","Igfbp5-like_stringtie_mRNA_17568"
