"Tissue","OG","n_pairs","Pairs","species","gene_id"
"Brain","OG_0009826",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_072927302.1.225"
"Brain","OG_0009826",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","Ccdc82-like_stringtie_mRNA_27549"
"Brain","OG_0009826",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_030269703.4.31"
"Brain","OG_0009826",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_072927302.1.61"
"Brain","OG_0009826",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","Ccdc82-like_stringtie_mRNA_11468"
"Brain","OG_0009826",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","Ccdc82-like_stringtie_mRNA_39677"
"Brain","OG_0009850",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_26151"
"Brain","OG_0009850",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","XM_012575099.5.10"
"Brain","OG_0009850",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_012575097.5.15"
"Brain","OG_0009850",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_012575097.5.53"
"Brain","OG_0009850",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_012575099.5.883"
"Brain","OG_0009850",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","CLTB-like_stringtie_mRNA_625"
"Brain","OG_0009850",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","CLTB-like_stringtie_mRNA_21878"
"Brain","OG_0009850",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","CLTB-like_stringtie_mRNA_45038"
"Brain","OG_0009850",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","CLTB-like_stringtie_mRNA_47370"
"Brain","OG_0009921",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_002190056.7.190"
"Brain","OG_0009921",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","ATP6AP1L-like_stringtie_mRNA_58316"
"Brain","OG_0009921",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_040655573.2.230"
"Brain","OG_0009921",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_040655573.2.485"
"Brain","OG_0009921",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_002190056.7.944"
"Brain","OG_0009921",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","NM_001389590.2.70"
"Brain","OG_0009921",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","ATP6AP1L-like_stringtie_mRNA_12014"
"Brain","OG_0009921",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_002190056.7.100"
"Brain","OG_0009921",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_002190056.7.406"
"Brain","OG_0009923",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","Elk3-like_stringtie_mRNA_27967"
"Brain","OG_0009923",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","Elk3-like_stringtie_mRNA_38965"
"Brain","OG_0009923",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","Elk3-like_stringtie_mRNA_2873"
"Brain","OG_0009923",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_002189112.7.10"
"Brain","OG_0009923",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_002189112.7.728"
"Brain","OG_0009923",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_072923233.1.9"
"Brain","OG_0009923",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","Elk3-like_stringtie_mRNA_10388"
"Brain","OG_0009923",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","Elk3-like_stringtie_mRNA_3403"
"Brain","OG_0009923",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","Elk3-like_stringtie_mRNA_52401"
"Brain","OG_0009929",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","KLHL36-like_stringtie_mRNA_13993"
"Brain","OG_0009929",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","KLHL36-like_stringtie_mRNA_40929"
"Brain","OG_0009929",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","XM_030282095.4.54"
"Brain","OG_0009929",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","XM_030282095.4.17"
"Brain","OG_0009929",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_072934594.1.510"
"Brain","OG_0009929",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","KLHL36-like_stringtie_mRNA_21937"
"Brain","OG_0009929",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_046899744.1.55"
"Brain","OG_0009929",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_030282095.4.21"
"Brain","OG_0009929",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_030282095.4.291"
"Brain","OG_0010052",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","LRRC3B-like_stringtie_mRNA_56465"
"Brain","OG_0010052",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","LRRC3B-like_stringtie_mRNA_57635"
"Brain","OG_0010052",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","LRRC3B-like_stringtie_mRNA_35925"
"Brain","OG_0010052",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","LRRC3B-like_stringtie_mRNA_5302"
"Brain","OG_0010052",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","LRRC3B-like_stringtie_mRNA_20486"
"Brain","OG_0010052",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","LRRC3B-like_stringtie_mRNA_9322"
"Brain","OG_0010052",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","LRRC3B-like_stringtie_mRNA_40535"
"Brain","OG_0010052",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","LRRC3B-like_stringtie_mRNA_35158"
"Brain","OG_0010052",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","LRRC3B-like_stringtie_mRNA_26847"
"Brain","OG_0010066",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","Rtn4r-like_stringtie_mRNA_16933"
"Brain","OG_0010066",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","Rtn4r-like_stringtie_mRNA_61863"
"Brain","OG_0010066",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_002187849.6.192"
"Brain","OG_0010066",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_002187849.6.364"
"Brain","OG_0010066",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_002187849.6.621"
"Brain","OG_0010066",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_002187849.6.118"
"Brain","OG_0010066",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_002187849.6.316"
"Brain","OG_0010066",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","Rtn4r-like_stringtie_mRNA_1432"
"Brain","OG_0010066",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","Rtn4r-like_stringtie_mRNA_41339"
"Brain","OG_0010080",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","XM_072919456.1.290"
"Brain","OG_0010080",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","XM_072919456.1.335"
"Brain","OG_0010080",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","stringtie_mRNA_17014"
"Brain","OG_0010080",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","XM_072919456.1.392"
"Brain","OG_0010080",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","stringtie_mRNA_47057"
"Brain","OG_0010080",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","stringtie_mRNA_17045"
"Brain","OG_0010080",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","Shc2-like_stringtie_mRNA_9871"
"Brain","OG_0010080",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_072919456.1.145"
"Brain","OG_0010080",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_072919456.1.1033"
"Brain","OG_0010208",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_030256657.4.290"
"Brain","OG_0010208",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_030256657.4.335"
"Brain","OG_0010208",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","med16-like_stringtie_mRNA_16979"
"Brain","OG_0010208",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_002193716.6.392"
"Brain","OG_0010208",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_072919294.1.2310"
"Brain","OG_0010208",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","med16-like_stringtie_mRNA_3572"
"Brain","OG_0010208",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_002193716.6.1026"
"Brain","OG_0010208",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","med16-like_stringtie_mRNA_47354"
"Brain","OG_0010208",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","med16-like_stringtie_mRNA_16603"
"Brain","OG_0010319",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_030273738.4.500"
"Brain","OG_0010319",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","BAHD1-like_stringtie_mRNA_62972"
"Brain","OG_0010319",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_23007"
"Brain","OG_0010319",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_046941579.1.397"
"Brain","OG_0010319",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","BAHD1-like_stringtie_mRNA_46810"
"Brain","OG_0010319",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","BAHD1-like_stringtie_mRNA_12044"
"Brain","OG_0010319",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_046941579.1.424"
"Brain","OG_0010319",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_030273738.4.51"
"Brain","OG_0010319",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_030273739.4.1087"
"Brain","OG_0010355",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_29560"
"Brain","OG_0010355",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","PPIG-like_stringtie_mRNA_5184"
"Brain","OG_0010355",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_004176726.6.43"
"Brain","OG_0010355",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","PPIG-like_stringtie_mRNA_11281"
"Brain","OG_0010355",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","PPIG-like_stringtie_mRNA_3081"
"Brain","OG_0010355",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","stringtie_mRNA_28035"
"Brain","OG_0010355",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","PPIG-like_stringtie_mRNA_49352"
"Brain","OG_0010355",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_004176726.6.10"
"Brain","OG_0010355",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","PPIG-like_stringtie_mRNA_11966"
"Brain","OG_0010389",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","LIN7A-like_stringtie_mRNA_28123"
"Brain","OG_0010389",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","XM_072923118.1.17"
"Brain","OG_0010389",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","LIN7A-like_stringtie_mRNA_5927"
"Brain","OG_0010389",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","XM_072923118.1.74"
"Brain","OG_0010389",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_072923118.1.143"
"Brain","OG_0010389",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_072923118.1.9"
"Brain","OG_0010389",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","LIN7A-like_stringtie_mRNA_21924"
"Brain","OG_0010389",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","LIN7A-like_stringtie_mRNA_1552"
"Brain","OG_0010389",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","LIN7A-like_stringtie_mRNA_59693"
"Brain","OG_0010399",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_29558"
"Brain","OG_0010399",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","CFAP210-like_stringtie_mRNA_5190"
"Brain","OG_0010399",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_24695"
"Brain","OG_0010399",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_072932229.1.148"
"Brain","OG_0010399",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","stringtie_mRNA_3077"
"Brain","OG_0010399",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_072932229.1.20"
"Brain","OG_0010399",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","CFAP210-like_stringtie_mRNA_49349"
"Brain","OG_0010399",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","PHOSPHO2-like_stringtie_mRNA_16250"
"Brain","OG_0010399",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","PHOSPHO2-like_stringtie_mRNA_11954"
"Brain","OG_0010456",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","PEDS1-like_stringtie_mRNA_57336"
"Brain","OG_0010456",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","XM_040650620.2.391"
"Brain","OG_0010456",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","XM_046902777.1.479"
"Brain","OG_0010456",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","NM_001396558.1.471"
"Brain","OG_0010456",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","PEDS1-like_stringtie_mRNA_47651"
"Brain","OG_0010456",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_046902777.1.173"
"Brain","OG_0010456",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","NM_001205109.2.2079"
"Brain","OG_0010456",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_040650620.2.28"
"Brain","OG_0010456",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_040650620.2.1054"
"Brain","OG_0010516",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_003642796.6.233"
"Brain","OG_0010516",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","Snx11-like_stringtie_mRNA_63289"
"Brain","OG_0010516",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_003642796.6.477"
"Brain","OG_0010516",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_040653315.2.344"
"Brain","OG_0010516",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_046904455.1.-1_2"
"Brain","OG_0010516",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_040653315.2.197"
"Brain","OG_0010516",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_046904455.1.1303"
"Brain","OG_0010516",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_040653315.2.62"
"Brain","OG_0010516",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","Snx11-like_stringtie_mRNA_19990"
"Brain","OG_0010522",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_002197868.7.1"
"Brain","OG_0010522",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","sgsm3-like_stringtie_mRNA_20828"
"Brain","OG_0010522",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_3251"
"Brain","OG_0010522",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","sgsm3-like_stringtie_mRNA_14961"
"Brain","OG_0010522",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","sgsm3-like_stringtie_mRNA_2617"
"Brain","OG_0010522",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","sgsm3-like_stringtie_mRNA_26427"
"Brain","OG_0010522",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_015288904.4.-1"
"Brain","OG_0010522",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_002197868.7.2"
"Brain","OG_0010522",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_030262944.4.694"
"Brain","OG_0010525",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","tmem38b-like_stringtie_mRNA_12258"
"Brain","OG_0010525",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","tmem38b-a-like_stringtie_mRNA_8444"
"Brain","OG_0010525",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","stringtie_mRNA_40346"
"Brain","OG_0010525",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","XM_072921862.1.394"
"Brain","OG_0010525",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","stringtie_mRNA_43572"
"Brain","OG_0010525",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","stringtie_mRNA_35093"
"Brain","OG_0010525",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","XM_002188115.7.-1_2"
"Brain","OG_0010525",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","stringtie_mRNA_32205"
"Brain","OG_0010525",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","XM_004949357.5.161"
"Brain","OG_0010641",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","EUROD6-like_stringtie_mRNA_55973"
"Brain","OG_0010641",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","XM_030265378.4.369"
"Brain","OG_0010641",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","EUROD6-like_stringtie_mRNA_61313"
"Brain","OG_0010641",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","EUROD6-like_stringtie_mRNA_42682"
"Brain","OG_0010641",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","EUROD6-like_stringtie_mRNA_21525"
"Brain","OG_0010641",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_004175518.6.147"
"Brain","OG_0010641",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_030265378.4.216"
"Brain","OG_0010641",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_004175518.6.94"
"Brain","OG_0010641",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_004175518.6.560"
"Brain","OG_0010648",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","PAG1-like_stringtie_mRNA_56868"
"Brain","OG_0010648",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","PAG1-like_stringtie_mRNA_6150"
"Brain","OG_0010648",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","XM_030266366.4.199"
"Brain","OG_0010648",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","PAG1-like_stringtie_mRNA_22007"
"Brain","OG_0010648",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","PAG1-like_stringtie_mRNA_24293"
"Brain","OG_0010648",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_072924782.1.1"
"Brain","OG_0010648",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_030266366.4.9"
"Brain","OG_0010648",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","PAG1-like_stringtie_mRNA_13769"
"Brain","OG_0010648",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","PAG1-like_stringtie_mRNA_44432"
