"Tissue","OG","n_pairs","Pairs","species","gene_id","galGal_geneID","taeGut_geneID"
"Heart","OG_0006782",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","pepps-like_stringtie_mRNA_23741",NA,NA
"Heart","OG_0006816",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_072925468.1.68",NA,NA
"Heart","OG_0006816",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","XM_040686159.2.16",NA,NA
"Heart","OG_0006816",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_040686159.2.9",NA,NA
"Heart","OG_0006816",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","MRC1-like_stringtie_mRNA_6158",NA,NA
"Heart","OG_0006816",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_030264587.4.25",NA,NA
"Heart","OG_0006816",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","MRC1-like_stringtie_mRNA_29882",NA,NA
"Heart","OG_0006816",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","MRC1-like_stringtie_mRNA_37290",NA,NA
"Heart","OG_0006816",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_030264587.4.7",NA,NA
"Heart","OG_0006816",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","stringtie_mRNA_60754",NA,NA
"Heart","OG_0006819",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","NM_001318433.2.75",NA,NA
"Heart","OG_0006819",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","MRC1-like_stringtie_mRNA_2395",NA,NA
"Heart","OG_0006819",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","XM_030264593.4.8",NA,NA
"Heart","OG_0006819",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","MRC1-like_stringtie_mRNA_6161",NA,NA
"Heart","OG_0006819",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","XM_030264593.4.25",NA,NA
"Heart","OG_0006819",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","XM_072925469.1.7",NA,NA
"Heart","OG_0006819",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","MRC1-like_stringtie_mRNA_36993",NA,NA
"Heart","OG_0006819",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","MRC1-like_stringtie_mRNA_467",NA,NA
"Heart","OG_0006819",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","NM_001318433.2.4",NA,NA
"Heart","OG_0006821",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_030264590.4.68",NA,NA
"Heart","OG_0006821",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_030264592.4.14",NA,NA
"Heart","OG_0006821",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","MRC1-like_stringtie_mRNA_14987",NA,NA
"Heart","OG_0006821",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_030264592.4.20",NA,NA
"Heart","OG_0006821",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_030264590.4.25",NA,NA
"Heart","OG_0006821",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","NM_001319006.2.7",NA,NA
"Heart","OG_0006821",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","NM_001319006.2.93",NA,NA
"Heart","OG_0006821",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_030264590.4.7",NA,NA
"Heart","OG_0006821",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","MRC1-like_stringtie_mRNA_60758",NA,NA
"Heart","OG_0006925",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","UQCRC2-like_stringtie_mRNA_58683",NA,NA
"Heart","OG_0006925",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","UQCRC2-like_stringtie_mRNA_47541",NA,NA
"Heart","OG_0006925",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_424611.7.583",NA,NA
"Heart","OG_0006925",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_004945471.5.692",NA,NA
"Heart","OG_0006925",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_041719029.2.1473",NA,NA
"Heart","OG_0006925",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","UQCRC2-like_stringtie_mRNA_16559",NA,NA
"Heart","OG_0006925",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","Uqcrc2-like_stringtie_mRNA_20182",NA,NA
"Heart","OG_0006925",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","UQCRC2-like_stringtie_mRNA_27169",NA,NA
"Heart","OG_0006925",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_041719029.2.2093",NA,NA
"Heart","OG_0006926",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","PMPCA-like_stringtie_mRNA_821",NA,NA
"Heart","OG_0006926",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","PMPCA-like_stringtie_mRNA_536",NA,NA
"Heart","OG_0006926",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","PMPCA-like_stringtie_mRNA_2231",NA,NA
"Heart","OG_0006926",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","XM_030286829.4.9",NA,NA
"Heart","OG_0006926",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_030286829.4.2367",NA,NA
"Heart","OG_0006926",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","PMPCA-like_stringtie_mRNA_23337",NA,NA
"Heart","OG_0006926",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_030286829.4.173",NA,NA
"Heart","OG_0006926",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","PMPCA-like_stringtie_mRNA_33968",NA,NA
"Heart","OG_0006926",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_025156055.3.229",NA,NA
"Heart","OG_0006943",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","RARS1-like_stringtie_mRNA_25698",NA,NA
"Heart","OG_0006943",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","RARS1-like_stringtie_mRNA_60606",NA,NA
"Heart","OG_0006943",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_030283817.4.15",NA,NA
"Heart","OG_0006943",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_030283817.4.104",NA,NA
"Heart","OG_0006943",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","RARS1-like_stringtie_mRNA_34270",NA,NA
"Heart","OG_0006943",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","RARS1-like_stringtie_mRNA_3979",NA,NA
"Heart","OG_0006943",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_030283817.4.257",NA,NA
"Heart","OG_0006943",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_030283817.4.20",NA,NA
"Heart","OG_0006943",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","RARS1-like_stringtie_mRNA_52082",NA,NA
"Heart","OG_0007051",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","ADPRHL1-like_stringtie_mRNA_28670",NA,NA
"Heart","OG_0007051",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCan","XM_030279642.4.19",NA,NA
"Heart","OG_0007051",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCri","XM_030279642.4.11",NA,NA
"Heart","OG_0007051",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakLuc","ADPRHL1-like_stringtie_mRNA_27826",NA,NA
"Heart","OG_0007051",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaAtr","XM_030279642.4.1305",NA,NA
"Heart","OG_0007051",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaBer","XM_030279642.4.2",NA,NA
"Heart","OG_0007051",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaCae","ADPRHL1-like_stringtie_mRNA_3906",NA,NA
"Heart","OG_0007051",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaDol","XM_040662533.1.21",NA,NA
"Heart","OG_0007051",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaRuf","XM_030279642.4.445",NA,NA
"Heart","OG_0007067",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_030277487.4.6",NA,NA
"Heart","OG_0007067",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","CDCA7-like_stringtie_mRNA_5325",NA,NA
"Heart","OG_0007067",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","CDCA7-like_stringtie_mRNA_31317",NA,NA
"Heart","OG_0007067",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_030277487.4.93",NA,NA
"Heart","OG_0007067",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_030277487.4.261",NA,NA
"Heart","OG_0007067",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","CDCA7-like_stringtie_mRNA_10727",NA,NA
"Heart","OG_0007067",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_030277488.4.1",NA,NA
"Heart","OG_0007067",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_040704335.2.7",NA,NA
"Heart","OG_0007067",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_040704335.2.133",NA,NA
"Heart","OG_0007079",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","ZBTB1-like_stringtie_mRNA_5174",NA,NA
"Heart","OG_0007079",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","ZBTB1-like_stringtie_mRNA_29101",NA,NA
"Heart","OG_0007079",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","ZBTB1-like_stringtie_mRNA_33196",NA,NA
"Heart","OG_0007079",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","ZBTB1-like_stringtie_mRNA_23586",NA,NA
"Heart","OG_0007079",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_004174497.6.602",NA,NA
"Heart","OG_0007079",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","ZBTB1-like_stringtie_mRNA_32396",NA,NA
"Heart","OG_0007079",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_030275141.4.98",NA,NA
"Heart","OG_0007079",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_030275140.4.23",NA,NA
"Heart","OG_0007079",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","ZBTB1-like_stringtie_mRNA_10692",NA,NA
"Heart","OG_0007128",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_041716459.2.15",NA,NA
"Heart","OG_0007128",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","EIF4G2-like_stringtie_mRNA_44352",NA,NA
"Heart","OG_0007128",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","EIF4G2-like_stringtie_mRNA_5081",NA,NA
"Heart","OG_0007128",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","NM_001099860.1.33",NA,NA
"Heart","OG_0007128",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","EIF4G2-like_stringtie_mRNA_873",NA,NA
"Heart","OG_0007128",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_072929614.1.61",NA,NA
"Heart","OG_0007128",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","NM_001043349.2.606",NA,NA
"Heart","OG_0007128",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","NM_001099860.1.51",NA,NA
"Heart","OG_0007128",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","EIF4G2-like_stringtie_mRNA_50617",NA,NA
"Heart","OG_0007133",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","MDH2-like_stringtie_mRNA_38077",NA,NA
"Heart","OG_0007133",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","NM_001245183.2.124",NA,NA
"Heart","OG_0007133",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","MDH2-like_stringtie_mRNA_18385",NA,NA
"Heart","OG_0007133",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","MDH2-like_stringtie_mRNA_2758",NA,NA
"Heart","OG_0007133",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","NM_001245183.2.-1_2",NA,NA
"Heart","OG_0007133",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","NM_001245183.2.90",NA,NA
"Heart","OG_0007133",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","MDH2-like_stringtie_mRNA_62286",NA,NA
"Heart","OG_0007133",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","MDH2-like_stringtie_mRNA_7812",NA,NA
"Heart","OG_0007133",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","MDH2-like_stringtie_mRNA_55729",NA,NA
"Heart","OG_0007137",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","LDHB-like_stringtie_mRNA_43462",NA,NA
"Heart","OG_0007137",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCan","LDHB-like_stringtie_mRNA_7124",NA,NA
"Heart","OG_0007137",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCri","LDHB-like_stringtie_mRNA_12263",NA,NA
"Heart","OG_0007137",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakLuc","NM_001198585.1.537",NA,NA
"Heart","OG_0007137",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaAtr","LDHB-like_stringtie_mRNA_22315",NA,NA
"Heart","OG_0007137",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaBer","LDHB-like_stringtie_mRNA_19226",NA,NA
"Heart","OG_0007137",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaCae","LDHB-like_stringtie_mRNA_57571",NA,NA
"Heart","OG_0007137",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaDol","LDHB-like_stringtie_mRNA_41637",NA,NA
"Heart","OG_0007137",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaRuf","stringtie_mRNA_36458",NA,NA
"Heart","OG_0007175",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_002196799.6.19",NA,NA
"Heart","OG_0007175",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","NM_001012544.3.19",NA,NA
"Heart","OG_0007175",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_004174931.6.45",NA,NA
"Heart","OG_0007175",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_004174931.6.126",NA,NA
"Heart","OG_0007175",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_004174931.6.720",NA,NA
"Heart","OG_0007175",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","Pdha1-like_stringtie_mRNA_34489",NA,NA
"Heart","OG_0007175",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","Pdha1-like_stringtie_mRNA_59873",NA,NA
"Heart","OG_0007175",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","Pdha1-like_stringtie_mRNA_37259",NA,NA
"Heart","OG_0007175",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_002196799.6.312",NA,NA
"Heart","OG_0007290",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","NM_001079764.3.3",NA,NA
"Heart","OG_0007290",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","NM_001079764.3.73",NA,NA
"Heart","OG_0007290",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","MTO1-like_stringtie_mRNA_6514",NA,NA
"Heart","OG_0007290",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","MTO1-like_stringtie_mRNA_41722",NA,NA
"Heart","OG_0007290",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_012572804.5.68",NA,NA
"Heart","OG_0007290",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","stringtie_mRNA_36631",NA,NA
"Heart","OG_0007290",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_012572804.5.8",NA,NA
"Heart","OG_0007290",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","NM_001079764.3.6",NA,NA
"Heart","OG_0007290",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_040697335.2.66",NA,NA
"Heart","OG_0007292",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","t5c1b-like_stringtie_mRNA_9724",NA,NA
"Heart","OG_0007292",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCan","XM_002187565.7.79",NA,NA
"Heart","OG_0007292",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCri","XM_002187565.7.92",NA,NA
"Heart","OG_0007292",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakLuc","XM_002187565.7.108",NA,NA
"Heart","OG_0007292",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaAtr","t5c1b-like_stringtie_mRNA_21580",NA,NA
"Heart","OG_0007292",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaBer","t5c1b-like_stringtie_mRNA_20967",NA,NA
"Heart","OG_0007292",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaCae","XM_002187565.7.4",NA,NA
"Heart","OG_0007292",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaDol","XM_002187565.7.5",NA,NA
"Heart","OG_0007292",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaRuf","XM_002187565.7.48",NA,NA
"Heart","OG_0007414",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_030265370.4.119",NA,NA
"Heart","OG_0007414",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","olga4-like_stringtie_mRNA_62311",NA,NA
"Heart","OG_0007414",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_61293",NA,NA
"Heart","OG_0007414",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","olga4-like_stringtie_mRNA_31149",NA,NA
"Heart","OG_0007414",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","olga4-like_stringtie_mRNA_21521",NA,NA
"Heart","OG_0007414",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_040688717.1.36",NA,NA
"Heart","OG_0007414",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_015281660.4.175",NA,NA
"Heart","OG_0007414",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","olga4-like_stringtie_mRNA_35607",NA,NA
"Heart","OG_0007414",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","OLGA4-like_stringtie_mRNA_58628",NA,NA
"Heart","OG_0007519",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","Xpo6-like_stringtie_mRNA_8619",NA,NA
"Heart","OG_0007519",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","XPO6-like_stringtie_mRNA_20320",NA,NA
"Heart","OG_0007519",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_030284604.4.178",NA,NA
"Heart","OG_0007519",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","Xpo6-like_stringtie_mRNA_6305",NA,NA
"Heart","OG_0007519",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XPO6-like_stringtie_mRNA_46641",NA,NA
"Heart","OG_0007519",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XPO6-like_stringtie_mRNA_17317",NA,NA
"Heart","OG_0007519",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XPO6-like_stringtie_mRNA_10182",NA,NA
"Heart","OG_0007519",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_046900743.1.131",NA,NA
"Heart","OG_0007519",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_046900743.1.708",NA,NA
"Heart","OG_0007600",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","Abtb2-like_stringtie_mRNA_41349",NA,NA
"Heart","OG_0007600",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","stringtie_mRNA_51934",NA,NA
"Heart","OG_0007600",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","XM_030273538.4.182",NA,NA
"Heart","OG_0007600",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","ABTB2-like_stringtie_mRNA_762",NA,NA
"Heart","OG_0007600",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_030273538.4.1287",NA,NA
"Heart","OG_0007600",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","stringtie_mRNA_44730",NA,NA
"Heart","OG_0007600",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","Abtb2-like_stringtie_mRNA_37853",NA,NA
"Heart","OG_0007600",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","stringtie_mRNA_42233",NA,NA
