"Tissue","OG","n_pairs","Pairs","species","gene_id","transcript_root","galGal_geneID","taeGut_geneID"
"Kidney","OG_0008490",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","XM_012574670.5.11","XM_012574670.5",NA,"INPP5F"
"Kidney","OG_0008490",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","INPP5F-like_stringtie_mRNA_29717","INPP5F-like_stringtie_mRNA_29717",NA,NA
"Kidney","OG_0008503",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","stringtie_mRNA_45422","stringtie_mRNA_45422",NA,NA
"Kidney","OG_0008503",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","NM_001245587.2.246","NM_001245587.2",NA,"DIRAS3"
"Kidney","OG_0008503",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","NM_001245587.2.522","NM_001245587.2",NA,"DIRAS3"
"Kidney","OG_0008503",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","Diras2-like_stringtie_mRNA_31578","Diras2-like_stringtie_mRNA_31578",NA,NA
"Kidney","OG_0008503",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","Diras2-like_stringtie_mRNA_32580","Diras2-like_stringtie_mRNA_32580",NA,NA
"Kidney","OG_0008503",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","Diras2-like_stringtie_mRNA_13221","Diras2-like_stringtie_mRNA_13221",NA,NA
"Kidney","OG_0008503",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","NM_001245587.2.656","NM_001245587.2",NA,"DIRAS3"
"Kidney","OG_0008503",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","stringtie_mRNA_30653","stringtie_mRNA_30653",NA,NA
"Kidney","OG_0008503",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","Diras2-like_stringtie_mRNA_41693","Diras2-like_stringtie_mRNA_41693",NA,NA
"Kidney","OG_0008524",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","drySqu","LGMN-like_stringtie_mRNA_15212","LGMN-like_stringtie_mRNA_15212",NA,NA
"Kidney","OG_0008524",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakCan","LGMN-like_stringtie_mRNA_41985","LGMN-like_stringtie_mRNA_41985",NA,NA
"Kidney","OG_0008524",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakCri","LGMN-like_stringtie_mRNA_12246","LGMN-like_stringtie_mRNA_12246",NA,NA
"Kidney","OG_0008524",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakLuc","stringtie_mRNA_33567","stringtie_mRNA_33567",NA,NA
"Kidney","OG_0008524",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaAtr","XM_012574293.5.852","XM_012574293.5",NA,"LGMN"
"Kidney","OG_0008524",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaBer","LGMN-like_stringtie_mRNA_32010","LGMN-like_stringtie_mRNA_32010",NA,NA
"Kidney","OG_0008524",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaCae","LGMN-like_stringtie_mRNA_21604","LGMN-like_stringtie_mRNA_21604",NA,NA
"Kidney","OG_0008524",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaDol","LGMN-like_stringtie_mRNA_44159","LGMN-like_stringtie_mRNA_44159",NA,NA
"Kidney","OG_0008524",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaRuf","XM_030274874.4.619","XM_030274874.4",NA,"LGMN"
"Kidney","OG_0008537",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","XM_424271.8.204","XM_424271.8","ERMP1",NA
"Kidney","OG_0008537",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","ERMP1-like_stringtie_mRNA_10452","ERMP1-like_stringtie_mRNA_10452",NA,NA
"Kidney","OG_0008537",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","XM_424271.8.388","XM_424271.8","ERMP1",NA
"Kidney","OG_0008537",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","stringtie_mRNA_18639","stringtie_mRNA_18639",NA,NA
"Kidney","OG_0008537",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","ERMP1-like_stringtie_mRNA_22242","ERMP1-like_stringtie_mRNA_22242",NA,NA
"Kidney","OG_0008537",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","ERMP1-like_stringtie_mRNA_2209","ERMP1-like_stringtie_mRNA_2209",NA,NA
"Kidney","OG_0008537",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","ERMP1-like_stringtie_mRNA_5743","ERMP1-like_stringtie_mRNA_5743",NA,NA
"Kidney","OG_0008537",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","XM_040656389.2.20","XM_040656389.2","ERMP1",NA
"Kidney","OG_0008537",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","ERMP1-like_stringtie_mRNA_36361","ERMP1-like_stringtie_mRNA_36361",NA,NA
"Kidney","OG_0008539",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","XM_072926617.1.3","XM_072926617.1",NA,"CYB5R4"
"Kidney","OG_0008539",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","XM_072926617.1.178","XM_072926617.1",NA,"CYB5R4"
"Kidney","OG_0008539",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","XM_072926617.1.212","XM_072926617.1",NA,"CYB5R4"
"Kidney","OG_0008539",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","XM_072926617.1.52","XM_072926617.1",NA,"CYB5R4"
"Kidney","OG_0008539",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","XM_072926617.1.115","XM_072926617.1",NA,"CYB5R4"
"Kidney","OG_0008539",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","XM_072926617.1.3","XM_072926617.1",NA,"CYB5R4"
"Kidney","OG_0008539",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","XM_072926617.1.8","XM_072926617.1",NA,"CYB5R4"
"Kidney","OG_0008539",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","XM_072926617.1.5","XM_072926617.1",NA,"CYB5R4"
"Kidney","OG_0008539",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","XM_072926617.1.111","XM_072926617.1",NA,"CYB5R4"
"Kidney","OG_0008580",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","drySqu","XM_046943704.1.4","XM_046943704.1","CHN1",NA
"Kidney","OG_0008580",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakCan","XM_046943704.1.2","XM_046943704.1","CHN1",NA
"Kidney","OG_0008580",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakCri","XM_046943704.1.5","XM_046943704.1","CHN1",NA
"Kidney","OG_0008580",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakLuc","XM_046943704.1.81","XM_046943704.1","CHN1",NA
"Kidney","OG_0008580",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaAtr","XM_046943704.1.950","XM_046943704.1","CHN1",NA
"Kidney","OG_0008580",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaBer","XM_046943704.1.27","XM_046943704.1","CHN1",NA
"Kidney","OG_0008580",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaCae","XM_046943704.1.2","XM_046943704.1","CHN1",NA
"Kidney","OG_0008580",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaDol","XM_046943704.1.7","XM_046943704.1","CHN1",NA
"Kidney","OG_0008580",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaRuf","XM_046943704.1.169","XM_046943704.1","CHN1",NA
"Kidney","OG_0008589",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","drySqu","DTNBP1-like_stringtie_mRNA_21057","DTNBP1-like_stringtie_mRNA_21057",NA,NA
"Kidney","OG_0008589",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakCan","DTNBP1-like_stringtie_mRNA_20176","DTNBP1-like_stringtie_mRNA_20176",NA,NA
"Kidney","OG_0008589",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakCri","DTNBP1-like_stringtie_mRNA_44403","DTNBP1-like_stringtie_mRNA_44403",NA,NA
"Kidney","OG_0008589",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakLuc","XM_030288392.4.33","XM_030288392.4",NA,"DBNDD2"
"Kidney","OG_0008589",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaAtr","XM_046902944.1.3307","XM_046902944.1","DBNDD2",NA
"Kidney","OG_0008589",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaBer","DTNBP1-like_stringtie_mRNA_26143","DTNBP1-like_stringtie_mRNA_26143",NA,NA
"Kidney","OG_0008589",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaCae","XM_046902944.1.239","XM_046902944.1","DBNDD2",NA
"Kidney","OG_0008589",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaDol","XM_030288392.4.44","XM_030288392.4",NA,"DBNDD2"
"Kidney","OG_0008589",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaRuf","XM_030288391.4.170","XM_030288391.4",NA,"DBNDD2"
"Kidney","OG_0008603",2,"dysSti_vs_sakCri;thaRuf_vs_thaTor","drySqu","XM_015278146.4.348","XM_015278146.4","EDNRB2",NA
"Kidney","OG_0008603",2,"dysSti_vs_sakCri;thaRuf_vs_thaTor","sakCan","XM_015278146.4.472","XM_015278146.4","EDNRB2",NA
"Kidney","OG_0008603",2,"dysSti_vs_sakCri;thaRuf_vs_thaTor","sakCri","XM_015278146.4.493","XM_015278146.4","EDNRB2",NA
"Kidney","OG_0008603",2,"dysSti_vs_sakCri;thaRuf_vs_thaTor","sakLuc","XM_015278146.4.577","XM_015278146.4","EDNRB2",NA
"Kidney","OG_0008603",2,"dysSti_vs_sakCri;thaRuf_vs_thaTor","thaAtr","XM_015278146.4.3855","XM_015278146.4","EDNRB2",NA
"Kidney","OG_0008603",2,"dysSti_vs_sakCri;thaRuf_vs_thaTor","thaBer","XM_015278146.4.261","XM_015278146.4","EDNRB2",NA
"Kidney","OG_0008603",2,"dysSti_vs_sakCri;thaRuf_vs_thaTor","thaCae","XM_015278146.4.1840","XM_015278146.4","EDNRB2",NA
"Kidney","OG_0008603",2,"dysSti_vs_sakCri;thaRuf_vs_thaTor","thaDol","XM_015278146.4.172","XM_015278146.4","EDNRB2",NA
"Kidney","OG_0008603",2,"dysSti_vs_sakCri;thaRuf_vs_thaTor","thaRuf","XM_015278146.4.933","XM_015278146.4","EDNRB2",NA
"Kidney","OG_0008685",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","XM_030263919.4.80","XM_030263919.4",NA,"IL17RA"
"Kidney","OG_0008685",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","XM_012569365.5.161","XM_012569365.5",NA,"IL17RA"
"Kidney","OG_0008685",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","Il17ra-like_stringtie_mRNA_39054","Il17ra-like_stringtie_mRNA_39054",NA,NA
"Kidney","OG_0008685",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","IL17RA-like_stringtie_mRNA_44526","IL17RA-like_stringtie_mRNA_44526",NA,NA
"Kidney","OG_0008685",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","XM_025148848.2.383","XM_025148848.2","IL17RA",NA
"Kidney","OG_0008685",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","XM_030263919.4.93","XM_030263919.4",NA,"IL17RA"
"Kidney","OG_0008685",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","XM_015286437.4.12","XM_015286437.4","IL17RA",NA
"Kidney","OG_0008685",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","XM_012569365.5.59","XM_012569365.5",NA,"IL17RA"
"Kidney","OG_0008685",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","IL17RA-like_stringtie_mRNA_45882","IL17RA-like_stringtie_mRNA_45882",NA,NA
"Kidney","OG_0008687",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","AFTPH-like_stringtie_mRNA_17076","AFTPH-like_stringtie_mRNA_17076",NA,NA
"Kidney","OG_0008687",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","XM_030269273.4.105","XM_030269273.4",NA,"AFTPH"
"Kidney","OG_0008687",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","AFTPH-like_stringtie_mRNA_51113","AFTPH-like_stringtie_mRNA_51113",NA,NA
"Kidney","OG_0008687",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","AFTPH-like_stringtie_mRNA_25526","AFTPH-like_stringtie_mRNA_25526",NA,NA
"Kidney","OG_0008687",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","AFTPH-like_stringtie_mRNA_27393","AFTPH-like_stringtie_mRNA_27393",NA,NA
"Kidney","OG_0008687",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","XM_030269273.4.53","XM_030269273.4",NA,"AFTPH"
"Kidney","OG_0008687",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","AFTPH-like_stringtie_mRNA_63723","AFTPH-like_stringtie_mRNA_63723",NA,NA
"Kidney","OG_0008687",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","AFTPH-like_stringtie_mRNA_41946","AFTPH-like_stringtie_mRNA_41946",NA,NA
"Kidney","OG_0008687",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","XM_030269273.4.645","XM_030269273.4",NA,"AFTPH"
"Kidney","OG_0008688",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","drySqu","pgap1-like_stringtie_mRNA_28958","pgap1-like_stringtie_mRNA_28958",NA,NA
"Kidney","OG_0008688",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakCan","stringtie_mRNA_34275","stringtie_mRNA_34275",NA,NA
"Kidney","OG_0008688",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakCri","PGAP1-like_stringtie_mRNA_26122","PGAP1-like_stringtie_mRNA_26122",NA,NA
"Kidney","OG_0008688",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakLuc","XM_046943906.1.46","XM_046943906.1","PGAP1",NA
"Kidney","OG_0008688",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaAtr","XM_040703594.2.212","XM_040703594.2","PGAP1",NA
"Kidney","OG_0008688",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaBer","XM_030277795.4.27","XM_030277795.4",NA,"PGAP1"
"Kidney","OG_0008688",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaCae","XM_030277795.4.1","XM_030277795.4",NA,"PGAP1"
"Kidney","OG_0008688",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaDol","Pgap1-like_stringtie_mRNA_15736","Pgap1-like_stringtie_mRNA_15736",NA,NA
"Kidney","OG_0008688",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaRuf","XM_030277795.4.80","XM_030277795.4",NA,"PGAP1"
"Kidney","OG_0008724",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","INTS13-like_stringtie_mRNA_43520","INTS13-like_stringtie_mRNA_43520",NA,NA
"Kidney","OG_0008724",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","XM_030263486.4.271","XM_030263486.4",NA,"INTS13"
"Kidney","OG_0008724",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","INTS13-like_stringtie_mRNA_12709","INTS13-like_stringtie_mRNA_12709",NA,NA
"Kidney","OG_0008724",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","INTS13-like_stringtie_mRNA_4137","INTS13-like_stringtie_mRNA_4137",NA,NA
"Kidney","OG_0008724",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","INTS13-like_stringtie_mRNA_16856","INTS13-like_stringtie_mRNA_16856",NA,NA
"Kidney","OG_0008724",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","INTS13-like_stringtie_mRNA_8802","INTS13-like_stringtie_mRNA_8802",NA,NA
"Kidney","OG_0008724",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","INTS13-like_stringtie_mRNA_57612","INTS13-like_stringtie_mRNA_57612",NA,NA
"Kidney","OG_0008724",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","INTS13-like_stringtie_mRNA_41679","INTS13-like_stringtie_mRNA_41679",NA,NA
"Kidney","OG_0008724",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","INTS13-like_stringtie_mRNA_48445","INTS13-like_stringtie_mRNA_48445",NA,NA
"Kidney","OG_0008771",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","drySqu","XM_040652166.1.173","XM_040652166.1","PDZD3",NA
"Kidney","OG_0008771",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakCan","XM_040652168.2.259","XM_040652168.2","PDZD3",NA
"Kidney","OG_0008771",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakCri","XM_072918285.1.191","XM_072918285.1",NA,"NHERF4"
"Kidney","OG_0008771",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakLuc","XM_040652168.2.520","XM_040652168.2","PDZD3",NA
"Kidney","OG_0008771",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaAtr","XM_040652168.2.2646","XM_040652168.2","PDZD3",NA
"Kidney","OG_0008771",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaBer","XM_040652167.2.121","XM_040652167.2","PDZD3",NA
"Kidney","OG_0008771",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaCae","XM_040652167.2.664","XM_040652167.2","PDZD3",NA
"Kidney","OG_0008771",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaDol","XM_072918284.1.68","XM_072918284.1",NA,"NHERF4"
"Kidney","OG_0008771",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaRuf","XM_072918284.1.661","XM_072918284.1",NA,"NHERF4"
"Kidney","OG_0008778",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","Caprin1-like_stringtie_mRNA_41352","Caprin1-like_stringtie_mRNA_41352",NA,NA
"Kidney","OG_0008778",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","Caprin1-like_stringtie_mRNA_51938","Caprin1-like_stringtie_mRNA_51938",NA,NA
"Kidney","OG_0008778",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","Caprin1-like_stringtie_mRNA_17760","Caprin1-like_stringtie_mRNA_17760",NA,NA
"Kidney","OG_0008778",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","Caprin1-like_stringtie_mRNA_758","Caprin1-like_stringtie_mRNA_758",NA,NA
"Kidney","OG_0008778",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","XM_030273535.4.1287","XM_030273535.4",NA,"CAPRIN1"
"Kidney","OG_0008778",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","Caprin1-like_stringtie_mRNA_44768","Caprin1-like_stringtie_mRNA_44768",NA,NA
"Kidney","OG_0008778",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","Caprin1-like_stringtie_mRNA_37861","Caprin1-like_stringtie_mRNA_37861",NA,NA
"Kidney","OG_0008778",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","Caprin1-like_stringtie_mRNA_42225","Caprin1-like_stringtie_mRNA_42225",NA,NA
"Kidney","OG_0008778",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","Caprin1-like_stringtie_mRNA_33887","Caprin1-like_stringtie_mRNA_33887",NA,NA
"Kidney","OG_0008781",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","XM_002195209.7.232","XM_002195209.7",NA,"PDIK1L"
"Kidney","OG_0008781",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","stringtie_mRNA_26063","stringtie_mRNA_26063",NA,NA
"Kidney","OG_0008781",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","XM_072917874.1.272","XM_072917874.1",NA,"PDIK1L"
"Kidney","OG_0008781",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","Pdik1l-like_stringtie_mRNA_34836","Pdik1l-like_stringtie_mRNA_34836",NA,NA
"Kidney","OG_0008781",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","Pdik1l-like_stringtie_mRNA_32996","Pdik1l-like_stringtie_mRNA_32996",NA,NA
"Kidney","OG_0008781",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","XM_002195209.7.183","XM_002195209.7",NA,"PDIK1L"
"Kidney","OG_0008781",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","Pdik1l-like_stringtie_mRNA_34732","Pdik1l-like_stringtie_mRNA_34732",NA,NA
"Kidney","OG_0008781",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","Pdik1l-like_stringtie_mRNA_46653","Pdik1l-like_stringtie_mRNA_46653",NA,NA
"Kidney","OG_0008781",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","Pdik1l-like_stringtie_mRNA_56420","Pdik1l-like_stringtie_mRNA_56420",NA,NA
"Kidney","OG_0008802",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","XM_040696491.2.475","XM_040696491.2","PTPN23",NA
"Kidney","OG_0008802",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","Ptpn23-like_stringtie_mRNA_55608","Ptpn23-like_stringtie_mRNA_55608",NA,NA
"Kidney","OG_0008802",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","Ptpn23-like_stringtie_mRNA_46690","Ptpn23-like_stringtie_mRNA_46690",NA,NA
"Kidney","OG_0008802",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","XM_040696491.2.622","XM_040696491.2","PTPN23",NA
"Kidney","OG_0008802",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","Ptpn23-like_stringtie_mRNA_7009","Ptpn23-like_stringtie_mRNA_7009",NA,NA
"Kidney","OG_0008802",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","PTPN23-like_stringtie_mRNA_10008","PTPN23-like_stringtie_mRNA_10008",NA,NA
"Kidney","OG_0008802",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","XM_030266940.4.1087","XM_030266940.4",NA,"PTPN23"
"Kidney","OG_0008802",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","XM_025147404.3.208","XM_025147404.3","PTPN23",NA
"Kidney","OG_0008802",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","Ptpn23-like_stringtie_mRNA_17602","Ptpn23-like_stringtie_mRNA_17602",NA,NA
"Kidney","OG_0008823",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","Cds2-like_stringtie_mRNA_46580","Cds2-like_stringtie_mRNA_46580",NA,NA
"Kidney","OG_0008823",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCan","stringtie_mRNA_30355","stringtie_mRNA_30355",NA,NA
"Kidney","OG_0008823",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCri","XM_046903393.1.561","XM_046903393.1","CDS2",NA
"Kidney","OG_0008823",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakLuc","Cds2-like_stringtie_mRNA_27534","Cds2-like_stringtie_mRNA_27534",NA,NA
"Kidney","OG_0008823",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaAtr","Cds2-like_stringtie_mRNA_34897","Cds2-like_stringtie_mRNA_34897",NA,NA
"Kidney","OG_0008823",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaBer","XM_046903396.1.315","XM_046903396.1","CDS2",NA
"Kidney","OG_0008823",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaCae","stringtie_mRNA_54203","stringtie_mRNA_54203",NA,NA
"Kidney","OG_0008823",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaDol","XM_046903394.1.135","XM_046903394.1","CDS2",NA
"Kidney","OG_0008823",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaRuf","XM_046903397.1.2130","XM_046903397.1","CDS2",NA
"Kidney","OG_0008836",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","EDC4-like_stringtie_mRNA_14227","EDC4-like_stringtie_mRNA_14227",NA,NA
"Kidney","OG_0008836",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","XM_030282137.4.44","XM_030282137.4",NA,"EDC4"
"Kidney","OG_0008836",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","EDC4-like_stringtie_mRNA_25558","EDC4-like_stringtie_mRNA_25558",NA,NA
"Kidney","OG_0008836",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","XM_004944062.5.151","XM_004944062.5","EDC4",NA
"Kidney","OG_0008836",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","XM_004944062.5.2135","XM_004944062.5","EDC4",NA
"Kidney","OG_0008836",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","XM_004944062.5.26","XM_004944062.5","EDC4",NA
"Kidney","OG_0008836",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","EDC4-like_stringtie_mRNA_9177","EDC4-like_stringtie_mRNA_9177",NA,NA
"Kidney","OG_0008836",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","EDC4-like_stringtie_mRNA_22508","EDC4-like_stringtie_mRNA_22508",NA,NA
"Kidney","OG_0008836",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","EDC4-like_stringtie_mRNA_30741","EDC4-like_stringtie_mRNA_30741",NA,NA
"Kidney","OG_0008863",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","XM_030287830.4.135","XM_030287830.4",NA,"AKAP1"
