"Tissue","OG","n_pairs","Pairs","species","gene_id"
"Liver","OG_0008490",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_012574670.5.11"
"Liver","OG_0008490",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","INPP5F-like_stringtie_mRNA_29717"
"Liver","OG_0008496",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_030286806.4.43"
"Liver","OG_0008496",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","ZER1-like_stringtie_mRNA_119"
"Liver","OG_0008496",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_24775"
"Liver","OG_0008496",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","ZER1-like_stringtie_mRNA_17901"
"Liver","OG_0008496",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_030286806.4.2125"
"Liver","OG_0008496",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","ZER1-like_stringtie_mRNA_23720"
"Liver","OG_0008496",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","stringtie_mRNA_2147"
"Liver","OG_0008496",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","stringtie_mRNA_33669"
"Liver","OG_0008496",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","stringtie_mRNA_46844"
"Liver","OG_0008604",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","XM_072932105.1.6"
"Liver","OG_0008604",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","stringtie_mRNA_4809"
"Liver","OG_0008604",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","Retreg2-like_stringtie_mRNA_22352"
"Liver","OG_0008604",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","stringtie_mRNA_22346"
"Liver","OG_0008604",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","stringtie_mRNA_7300"
"Liver","OG_0008604",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","stringtie_mRNA_27762"
"Liver","OG_0008604",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","stringtie_mRNA_50888"
"Liver","OG_0008604",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","Retreg2-like_stringtie_mRNA_16499"
"Liver","OG_0008604",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","ZFAND2B-like_stringtie_mRNA_48391"
"Liver","OG_0008635",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_015286316.4.240"
"Liver","OG_0008635",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_015286316.4.279"
"Liver","OG_0008635",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","Depdc7-like_stringtie_mRNA_9114"
"Liver","OG_0008635",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_015286316.4.331"
"Liver","OG_0008635",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_030273397.4.105"
"Liver","OG_0008635",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_030273397.4.61"
"Liver","OG_0008635",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","Depdc7-like_stringtie_mRNA_29102"
"Liver","OG_0008635",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_030273397.4.51"
"Liver","OG_0008635",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_030273397.4.69"
"Liver","OG_0008649",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","AQR-like_stringtie_mRNA_18806"
"Liver","OG_0008649",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","AQR-like_stringtie_mRNA_33599"
"Liver","OG_0008649",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","NM_001389509.2.2"
"Liver","OG_0008649",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","NM_001389509.2.12"
"Liver","OG_0008649",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","AQR-like_stringtie_mRNA_33113"
"Liver","OG_0008649",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","NM_001389509.2.5"
"Liver","OG_0008649",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","NM_001389509.2.320"
"Liver","OG_0008649",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_012573906.5.4"
"Liver","OG_0008649",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","AQR-like_stringtie_mRNA_38447"
"Liver","OG_0009031",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","SPRY1-like_stringtie_mRNA_12257"
"Liver","OG_0009031",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","SPRY1-like_stringtie_mRNA_59878"
"Liver","OG_0009031",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_030270350.4.77"
"Liver","OG_0009031",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_030270350.4.134"
"Liver","OG_0009031",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","stringtie_mRNA_29862"
"Liver","OG_0009031",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","stringtie_mRNA_11634"
"Liver","OG_0009031",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","SPRY1-like_stringtie_mRNA_57430"
"Liver","OG_0009031",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","SPRY1-like_stringtie_mRNA_36571"
"Liver","OG_0009031",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","SPRY1-like_stringtie_mRNA_35206"
"Liver","OG_0009226",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_072933206.1.107"
"Liver","OG_0009226",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","CAB39-like_stringtie_mRNA_1050"
"Liver","OG_0009226",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_030279870.4.104"
"Liver","OG_0009226",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_072933206.1.75"
"Liver","OG_0009226",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","CAB39-like_stringtie_mRNA_14081"
"Liver","OG_0009226",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","CAB39-like_stringtie_mRNA_7985"
"Liver","OG_0009226",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_030279870.4.108"
"Liver","OG_0009226",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_030279870.4.42"
"Liver","OG_0009226",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_030279870.4.83"
"Liver","OG_0009420",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","TOB1-like_stringtie_mRNA_504"
"Liver","OG_0009420",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","stringtie_mRNA_64001"
"Liver","OG_0009420",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","XM_002198125.6.46"
"Liver","OG_0009420",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","XM_002198125.6.50"
"Liver","OG_0009420",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","XM_002198125.6.1139"
"Liver","OG_0009420",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","TOB1-like_stringtie_mRNA_38924"
"Liver","OG_0009420",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","stringtie_mRNA_60186"
"Liver","OG_0009420",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","XM_030287239.4.48"
"Liver","OG_0009420",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","XM_030287239.4.514"
"Liver","OG_0009424",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","Btg2-like_stringtie_mRNA_50327"
"Liver","OG_0009424",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","Btg2-like_stringtie_mRNA_46721"
"Liver","OG_0009424",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","Btg2-like_stringtie_mRNA_56903"
"Liver","OG_0009424",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_030292029.4.211"
"Liver","OG_0009424",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_030292029.4.22259"
"Liver","OG_0009424",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","Btg2-like_stringtie_mRNA_4939"
"Liver","OG_0009424",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","stringtie_mRNA_33813"
"Liver","OG_0009424",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_030292029.4.101"
"Liver","OG_0009424",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_030292029.4.936"
"Liver","OG_0009546",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","XM_030257879.4.95"
"Liver","OG_0009546",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","HAUS6-like_stringtie_mRNA_56146"
"Liver","OG_0009546",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","HAUS6-like_stringtie_mRNA_7762"
"Liver","OG_0009546",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","XM_030257879.4.446"
"Liver","OG_0009546",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","HAUS6-like_stringtie_mRNA_29298"
"Liver","OG_0009546",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","HAUS6-like_stringtie_mRNA_160"
"Liver","OG_0009546",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","NM_001031421.2.84"
"Liver","OG_0009546",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","HAUS6-like_stringtie_mRNA_7280"
"Liver","OG_0009546",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","HAUS6-like_stringtie_mRNA_50563"
"Liver","OG_0009547",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_040653717.2.360"
"Liver","OG_0009547",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_040653717.2.298"
"Liver","OG_0009547",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_041710937.2.333"
"Liver","OG_0009547",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","MISP-like_stringtie_mRNA_6829"
"Liver","OG_0009547",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","MISP-like_stringtie_mRNA_2771"
"Liver","OG_0009547",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_004174599.5.243"
"Liver","OG_0009547",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","MISP-like_stringtie_mRNA_8393"
"Liver","OG_0009547",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","MISP-like_stringtie_mRNA_47366"
"Liver","OG_0009547",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_004174599.5.1359"
"Liver","OG_0009565",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","SOX9-like_stringtie_mRNA_51628"
"Liver","OG_0009565",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","XM_030287308.4.181"
"Liver","OG_0009565",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","SOX9-like_stringtie_mRNA_45006"
"Liver","OG_0009565",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","stringtie_mRNA_24742"
"Liver","OG_0009565",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","SOX9-like_stringtie_mRNA_32005"
"Liver","OG_0009565",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","SOX9-like_stringtie_mRNA_36546"
"Liver","OG_0009565",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_030287308.4.274"
"Liver","OG_0009565",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","SOX9-like_stringtie_mRNA_15176"
"Liver","OG_0009565",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","SOX9-like_stringtie_mRNA_43242"
"Liver","OG_0009689",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","XM_030284121.4.264"
"Liver","OG_0009689",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","XM_030284121.4.165"
"Liver","OG_0009689",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","XM_030284121.4.424"
"Liver","OG_0009689",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","XM_030284121.4.276"
"Liver","OG_0009689",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","ETS2-like_stringtie_mRNA_29741"
"Liver","OG_0009689",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","ETS2-like_stringtie_mRNA_34961"
"Liver","OG_0009689",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","XM_030284121.4.526"
"Liver","OG_0009689",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","XM_030284121.4.17"
"Liver","OG_0009689",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","ETS2-like_stringtie_mRNA_55278"
"Liver","OG_0009690",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_040652038.1.121"
"Liver","OG_0009690",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","stringtie_mRNA_49288"
"Liver","OG_0009690",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_9221"
"Liver","OG_0009690",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_040652037.1.506"
"Liver","OG_0009690",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","stringtie_mRNA_33656"
"Liver","OG_0009690",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","ETS1-like_stringtie_mRNA_9803"
"Liver","OG_0009690",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","NM_205298.3.692"
"Liver","OG_0009690",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_040652038.1.54"
"Liver","OG_0009690",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","AG-like_stringtie_mRNA_40473"
"Liver","OG_0009906",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","MAVS-like_stringtie_mRNA_55348"
"Liver","OG_0009906",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","stringtie_mRNA_56176"
"Liver","OG_0009906",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","Mavs-like_stringtie_mRNA_61107"
"Liver","OG_0009906",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","MAVS-like_stringtie_mRNA_25724"
"Liver","OG_0009906",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_046940277.1.7093"
"Liver","OG_0009906",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","stringtie_mRNA_29261"
"Liver","OG_0009906",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","MAVS-like_stringtie_mRNA_27243"
"Liver","OG_0009906",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","MAVS-like_stringtie_mRNA_38841"
"Liver","OG_0009906",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_002187994.6.2539"
"Liver","OG_0009966",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","Syt12-like_stringtie_mRNA_41112"
"Liver","OG_0009966",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","stringtie_mRNA_68543"
"Liver","OG_0009966",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_59193"
"Liver","OG_0009966",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","stringtie_mRNA_41932"
"Liver","OG_0009966",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","stringtie_mRNA_10357"
"Liver","OG_0009966",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","PTDSS1-like_stringtie_mRNA_13758"
"Liver","OG_0009966",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_072929574.1.677"
"Liver","OG_0009966",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","Syt12-like_stringtie_mRNA_34297"
"Liver","OG_0009966",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","Syt12-like_stringtie_mRNA_34212"
"Liver","OG_0010017",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_002195889.7.8"
"Liver","OG_0010017",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","QRSL1-like_stringtie_mRNA_49740"
"Liver","OG_0010017",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","QRSL1-like_stringtie_mRNA_32103"
"Liver","OG_0010017",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","QRSL1-like_stringtie_mRNA_23662"
"Liver","OG_0010017",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_419807.7.311"
"Liver","OG_0010017",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","QRSL1-like_stringtie_mRNA_36331"
"Liver","OG_0010017",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","QRSL1-like_stringtie_mRNA_44871"
"Liver","OG_0010017",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","QRSL1-like_stringtie_mRNA_8819"
"Liver","OG_0010017",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","QRSL1-like_stringtie_mRNA_16466"
"Liver","OG_0010286",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_046944323.1.25"
"Liver","OG_0010286",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","LUL-like_stringtie_mRNA_32830"
"Liver","OG_0010286",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_030279643.4.106"
"Liver","OG_0010286",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_002196290.5.3"
"Liver","OG_0010286",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","LUL-like_stringtie_mRNA_48249"
"Liver","OG_0010286",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","LUL-like_stringtie_mRNA_11125"
"Liver","OG_0010286",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_002196290.5.236"
"Liver","OG_0010286",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_046944323.1.37"
"Liver","OG_0010286",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_030279643.4.136"
"Liver","OG_0010555",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_002192623.7.68"
"Liver","OG_0010555",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_002192623.7.14"
"Liver","OG_0010555",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_002192623.7.8"
"Liver","OG_0010555",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","Stam-like_stringtie_mRNA_6177"
"Liver","OG_0010555",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_002192623.7.25"
"Liver","OG_0010555",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","STAM-like_stringtie_mRNA_29876"
"Liver","OG_0010555",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_002192623.7.87"
"Liver","OG_0010555",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","STAM-like_stringtie_mRNA_476"
"Liver","OG_0010555",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","STAM-like_stringtie_mRNA_60767"
"Liver","OG_0010557",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","STAM2-like_stringtie_mRNA_52134"
"Liver","OG_0010557",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","XM_046943655.1.262"
"Liver","OG_0010557",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","STAM2-like_stringtie_mRNA_38203"
"Liver","OG_0010557",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","STAM2-like_stringtie_mRNA_34778"
"Liver","OG_0010557",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_046943657.1.3987"
"Liver","OG_0010557",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","STAM2-like_stringtie_mRNA_3780"
"Liver","OG_0010557",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_046943657.1.820"
"Liver","OG_0010557",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","NM_001396691.1.111"
"Liver","OG_0010557",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_030278184.4.-1_2"
"Liver","OG_0010590",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","ABAT-like_stringtie_mRNA_8095"
