"Tissue","OG","n_pairs","Pairs","species","gene_id","galGal_geneID","taeGut_geneID"
"Brain","OG_0006748",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaCae","NM_001245204.1.170",NA,NA
"Brain","OG_0006748",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaDol","NM_001245204.1.61",NA,NA
"Brain","OG_0006748",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaRuf","NM_001245204.1.393",NA,NA
"Brain","OG_0006765",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","XM_030269939.4.169",NA,NA
"Brain","OG_0006765",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","XM_030269941.4.133",NA,NA
"Brain","OG_0006765",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","XM_030269939.4.74",NA,NA
"Brain","OG_0006765",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","XM_030269941.4.171",NA,NA
"Brain","OG_0006765",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","PLA2G7-like_stringtie_mRNA_47908",NA,NA
"Brain","OG_0006765",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_030269941.4.10",NA,NA
"Brain","OG_0006765",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_030269939.4.169",NA,NA
"Brain","OG_0006765",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_030269941.4.5",NA,NA
"Brain","OG_0006765",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","PLA2G7-like_stringtie_mRNA_18080",NA,NA
"Brain","OG_0006774",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_38915",NA,NA
"Brain","OG_0006774",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","Kank4-like_stringtie_mRNA_6544",NA,NA
"Brain","OG_0006774",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_48838",NA,NA
"Brain","OG_0006774",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","Kank4-like_stringtie_mRNA_201",NA,NA
"Brain","OG_0006774",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_072932657.1.1157",NA,NA
"Brain","OG_0006774",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","stringtie_mRNA_24154",NA,NA
"Brain","OG_0006774",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","stringtie_mRNA_27085",NA,NA
"Brain","OG_0006774",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","KANK4-like_stringtie_mRNA_4654",NA,NA
"Brain","OG_0006774",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","KANK4-like_stringtie_mRNA_8426",NA,NA
"Brain","OG_0006782",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_42713",NA,NA
"Brain","OG_0006782",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","pepps-like_stringtie_mRNA_63342",NA,NA
"Brain","OG_0006782",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","pepps-like_stringtie_mRNA_42755",NA,NA
"Brain","OG_0006782",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_030256172.4.542",NA,NA
"Brain","OG_0006782",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","pepps-like_stringtie_mRNA_42593",NA,NA
"Brain","OG_0006782",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","pepps-like_stringtie_mRNA_30402",NA,NA
"Brain","OG_0006782",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_030256172.4.987",NA,NA
"Brain","OG_0006782",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_030256172.4.118",NA,NA
"Brain","OG_0006782",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","pepps-like_stringtie_mRNA_23741",NA,NA
"Brain","OG_0006812",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","TP53BP2-like_stringtie_mRNA_32839",NA,NA
"Brain","OG_0006812",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","TP53BP2-like_stringtie_mRNA_32600",NA,NA
"Brain","OG_0006812",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","TP53BP2-like_stringtie_mRNA_10604",NA,NA
"Brain","OG_0006812",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","TP53BP2-like_stringtie_mRNA_17612",NA,NA
"Brain","OG_0006812",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_040698252.2.534",NA,NA
"Brain","OG_0006812",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","TP53BP2-like_stringtie_mRNA_778",NA,NA
"Brain","OG_0006812",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","TP53BP2-like_stringtie_mRNA_37973",NA,NA
"Brain","OG_0006812",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","TP53BP2-like_stringtie_mRNA_23318",NA,NA
"Brain","OG_0006812",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","TP53BP2-like_stringtie_mRNA_13610",NA,NA
"Brain","OG_0006820",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","XM_002192624.7.68",NA,NA
"Brain","OG_0006820",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","XM_002192624.7.14",NA,NA
"Brain","OG_0006820",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","MRC1-like_stringtie_mRNA_14985",NA,NA
"Brain","OG_0006820",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","MRC1-like_stringtie_mRNA_6174",NA,NA
"Brain","OG_0006820",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_002192624.7.25",NA,NA
"Brain","OG_0006820",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","MRC1-like_stringtie_mRNA_29879",NA,NA
"Brain","OG_0006820",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","MRC1-like_stringtie_mRNA_36138",NA,NA
"Brain","OG_0006820",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_002192624.7.7",NA,NA
"Brain","OG_0006820",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","MRC1-like_stringtie_mRNA_60763",NA,NA
"Brain","OG_0006855",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","ADRB2-like_stringtie_mRNA_25932",NA,NA
"Brain","OG_0006855",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","XM_030283917.4.10",NA,NA
"Brain","OG_0006855",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","stringtie_mRNA_55819",NA,NA
"Brain","OG_0006855",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","XM_030283917.4.131",NA,NA
"Brain","OG_0006855",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","ADRB2-like_stringtie_mRNA_27119",NA,NA
"Brain","OG_0006855",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","stringtie_mRNA_2294",NA,NA
"Brain","OG_0006855",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_030283917.4.229",NA,NA
"Brain","OG_0006855",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_030283917.4.20",NA,NA
"Brain","OG_0006855",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","ADRB2-like_stringtie_mRNA_52904",NA,NA
"Brain","OG_0006917",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","XM_002195628.7.60",NA,NA
"Brain","OG_0006917",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","HERPUD1-like_stringtie_mRNA_41113",NA,NA
"Brain","OG_0006917",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","XM_002195628.7.23",NA,NA
"Brain","OG_0006917",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","HERPUD1-like_stringtie_mRNA_8493",NA,NA
"Brain","OG_0006917",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_002195628.7.1657",NA,NA
"Brain","OG_0006917",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_002195628.7.25",NA,NA
"Brain","OG_0006917",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_002195628.7.610",NA,NA
"Brain","OG_0006917",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","HERPUD1-like_stringtie_mRNA_22476",NA,NA
"Brain","OG_0006917",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_002195628.7.92",NA,NA
"Brain","OG_0006925",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","UQCRC2-like_stringtie_mRNA_58683",NA,NA
"Brain","OG_0006925",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","UQCRC2-like_stringtie_mRNA_47541",NA,NA
"Brain","OG_0006925",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_424611.7.583",NA,NA
"Brain","OG_0006925",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_004945471.5.692",NA,NA
"Brain","OG_0006925",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_041719029.2.1473",NA,NA
"Brain","OG_0006925",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","UQCRC2-like_stringtie_mRNA_16559",NA,NA
"Brain","OG_0006925",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","Uqcrc2-like_stringtie_mRNA_20182",NA,NA
"Brain","OG_0006925",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","UQCRC2-like_stringtie_mRNA_27169",NA,NA
"Brain","OG_0006925",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_041719029.2.2093",NA,NA
"Brain","OG_0006926",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","PMPCA-like_stringtie_mRNA_821",NA,NA
"Brain","OG_0006926",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","PMPCA-like_stringtie_mRNA_536",NA,NA
"Brain","OG_0006926",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","PMPCA-like_stringtie_mRNA_2231",NA,NA
"Brain","OG_0006926",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","XM_030286829.4.9",NA,NA
"Brain","OG_0006926",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_030286829.4.2367",NA,NA
"Brain","OG_0006926",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","PMPCA-like_stringtie_mRNA_23337",NA,NA
"Brain","OG_0006926",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_030286829.4.173",NA,NA
"Brain","OG_0006926",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","PMPCA-like_stringtie_mRNA_33968",NA,NA
"Brain","OG_0006926",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_025156055.3.229",NA,NA
"Brain","OG_0006943",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","RARS1-like_stringtie_mRNA_25698",NA,NA
"Brain","OG_0006943",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","RARS1-like_stringtie_mRNA_60606",NA,NA
"Brain","OG_0006943",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_030283817.4.15",NA,NA
"Brain","OG_0006943",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_030283817.4.104",NA,NA
"Brain","OG_0006943",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","RARS1-like_stringtie_mRNA_34270",NA,NA
"Brain","OG_0006943",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","RARS1-like_stringtie_mRNA_3979",NA,NA
"Brain","OG_0006943",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_030283817.4.257",NA,NA
"Brain","OG_0006943",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_030283817.4.20",NA,NA
"Brain","OG_0006943",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","RARS1-like_stringtie_mRNA_52082",NA,NA
"Brain","OG_0006983",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_030281202.4.13",NA,NA
"Brain","OG_0006983",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_030281201.4.53",NA,NA
"Brain","OG_0006983",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_030281199.3.3",NA,NA
"Brain","OG_0006983",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_030281201.4.5",NA,NA
"Brain","OG_0006983",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","Mfge8-like_stringtie_mRNA_18207",NA,NA
"Brain","OG_0006983",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_030281201.4.24",NA,NA
"Brain","OG_0006983",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_030281199.3.138",NA,NA
"Brain","OG_0006983",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_030281203.4.14",NA,NA
"Brain","OG_0006983",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","Mfge8-like_stringtie_mRNA_9773",NA,NA
"Brain","OG_0007002",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","XM_040704587.2.36",NA,NA
"Brain","OG_0007002",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCan","RDH8-like_stringtie_mRNA_12655",NA,NA
"Brain","OG_0007002",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCri","XM_015290635.4.37",NA,NA
"Brain","OG_0007002",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakLuc","CCDC18-like_stringtie_mRNA_43822",NA,NA
"Brain","OG_0007002",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaAtr","NM_001252034.2.885",NA,NA
"Brain","OG_0007002",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaBer","XM_072932507.1.22",NA,NA
"Brain","OG_0007002",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaCae","CCDC18-like_stringtie_mRNA_47571",NA,NA
"Brain","OG_0007002",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaDol","XM_040704588.2.10",NA,NA
"Brain","OG_0007002",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaRuf","XM_072932507.1.63",NA,NA
"Brain","OG_0007039",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","XM_015287089.4.5",NA,NA
"Brain","OG_0007039",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","XM_040700958.1.8",NA,NA
"Brain","OG_0007039",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","XM_040700958.1.11",NA,NA
"Brain","OG_0007039",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","XM_040700958.1.12",NA,NA
"Brain","OG_0007039",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","stringtie_mRNA_30049",NA,NA
"Brain","OG_0007039",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_072930046.1.16",NA,NA
"Brain","OG_0007039",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_015287089.4.141",NA,NA
"Brain","OG_0007039",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_015287089.4.4",NA,NA
"Brain","OG_0007039",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_015287089.4.34",NA,NA
"Brain","OG_0007100",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","XM_040646203.2.38",NA,NA
"Brain","OG_0007100",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","XM_030283023.4.27",NA,NA
"Brain","OG_0007100",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","BAP1-like_stringtie_mRNA_28902",NA,NA
"Brain","OG_0007100",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","XM_040646204.2.370",NA,NA
"Brain","OG_0007100",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","BAP1-like_stringtie_mRNA_46070",NA,NA
"Brain","OG_0007100",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_040646202.2.10",NA,NA
"Brain","OG_0007100",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_040646201.2.486",NA,NA
"Brain","OG_0007100",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_030283022.4.79",NA,NA
"Brain","OG_0007100",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_030283022.4.740",NA,NA
"Brain","OG_0007102",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","XM_030255851.4.180",NA,NA
"Brain","OG_0007102",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","XM_041721337.2.169",NA,NA
"Brain","OG_0007102",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","LZTR1-like_stringtie_mRNA_17497",NA,NA
"Brain","OG_0007102",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","XM_041721337.2.170",NA,NA
"Brain","OG_0007102",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","LZTR1-like_stringtie_mRNA_7691",NA,NA
"Brain","OG_0007102",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_030255851.4.167",NA,NA
"Brain","OG_0007102",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_030255851.4.431",NA,NA
"Brain","OG_0007102",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_030255851.4.88",NA,NA
"Brain","OG_0007102",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_030255851.4.1011",NA,NA
"Brain","OG_0007120",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","RCAN2-like_stringtie_mRNA_61768",NA,NA
"Brain","OG_0007120",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","XM_012572930.5.133",NA,NA
"Brain","OG_0007120",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","RCAN2-like_stringtie_mRNA_4427",NA,NA
"Brain","OG_0007120",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","RCAN2-like_stringtie_mRNA_10193",NA,NA
"Brain","OG_0007120",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","XM_012572930.5.1044",NA,NA
"Brain","OG_0007120",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","XM_012572930.5.10",NA,NA
"Brain","OG_0007120",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","RCAN2-like_stringtie_mRNA_36407",NA,NA
"Brain","OG_0007120",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","XM_012572930.5.5",NA,NA
"Brain","OG_0007120",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","RCAN2-like_stringtie_mRNA_28698",NA,NA
"Brain","OG_0007128",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_041716459.2.15",NA,NA
"Brain","OG_0007128",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","EIF4G2-like_stringtie_mRNA_44352",NA,NA
"Brain","OG_0007128",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","EIF4G2-like_stringtie_mRNA_5081",NA,NA
"Brain","OG_0007128",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","NM_001099860.1.33",NA,NA
"Brain","OG_0007128",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","EIF4G2-like_stringtie_mRNA_873",NA,NA
"Brain","OG_0007128",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_072929614.1.61",NA,NA
"Brain","OG_0007128",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","NM_001043349.2.606",NA,NA
"Brain","OG_0007128",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","NM_001099860.1.51",NA,NA
"Brain","OG_0007128",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","EIF4G2-like_stringtie_mRNA_50617",NA,NA
"Brain","OG_0007133",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","MDH2-like_stringtie_mRNA_38077",NA,NA
"Brain","OG_0007133",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","NM_001245183.2.124",NA,NA
"Brain","OG_0007133",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","MDH2-like_stringtie_mRNA_18385",NA,NA
"Brain","OG_0007133",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","MDH2-like_stringtie_mRNA_2758",NA,NA
"Brain","OG_0007133",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","NM_001245183.2.-1_2",NA,NA
"Brain","OG_0007133",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","NM_001245183.2.90",NA,NA
