"Tissue","OG","n_pairs","Pairs","species","gene_id","transcript_root","galGal_geneID","taeGut_geneID"
"Liver","OG_0006578",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","Dmbt1-like_stringtie_mRNA_34416","Dmbt1-like_stringtie_mRNA_34416",NA,NA
"Liver","OG_0006578",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","Dmbt1-like_stringtie_mRNA_9153","Dmbt1-like_stringtie_mRNA_9153",NA,NA
"Liver","OG_0006578",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","DMBT1-like_stringtie_mRNA_21166","DMBT1-like_stringtie_mRNA_21166",NA,NA
"Liver","OG_0006578",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","DMBT1-like_stringtie_mRNA_36697","DMBT1-like_stringtie_mRNA_36697",NA,NA
"Liver","OG_0006578",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","stringtie_mRNA_46800","stringtie_mRNA_46800",NA,NA
"Liver","OG_0006578",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","Dmbt1-like_stringtie_mRNA_3292","Dmbt1-like_stringtie_mRNA_3292",NA,NA
"Liver","OG_0006578",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","Dmbt1-like_stringtie_mRNA_26431","Dmbt1-like_stringtie_mRNA_26431",NA,NA
"Liver","OG_0006578",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","Dmbt1-like_stringtie_mRNA_16518","Dmbt1-like_stringtie_mRNA_16518",NA,NA
"Liver","OG_0006682",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","JA3-like_stringtie_mRNA_36124","JA3-like_stringtie_mRNA_36124",NA,NA
"Liver","OG_0006682",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","NM_001245217.1.203","NM_001245217.1",NA,"GJB1"
"Liver","OG_0006682",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","jb1-like_stringtie_mRNA_21961","jb1-like_stringtie_mRNA_21961",NA,NA
"Liver","OG_0006682",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_030272282.4.231","XM_030272282.4",NA,"GJB1"
"Liver","OG_0006682",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","jb1-like_stringtie_mRNA_44257","jb1-like_stringtie_mRNA_44257",NA,NA
"Liver","OG_0006682",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","jb1-like_stringtie_mRNA_8462","jb1-like_stringtie_mRNA_8462",NA,NA
"Liver","OG_0006682",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_030272283.4.413","XM_030272283.4",NA,"GJB1"
"Liver","OG_0006682",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_030272282.4.81","XM_030272282.4",NA,"GJB1"
"Liver","OG_0006682",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","jb1-like_stringtie_mRNA_13700","jb1-like_stringtie_mRNA_13700",NA,NA
"Liver","OG_0006743",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","YWHAB-like_stringtie_mRNA_21028","YWHAB-like_stringtie_mRNA_21028",NA,NA
"Liver","OG_0006743",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","XM_030288362.4.67","XM_030288362.4",NA,"YWHAB"
"Liver","OG_0006743",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_072917225.1.200","XM_072917225.1",NA,"YWHAB"
"Liver","OG_0006743",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","YWHAB-like_stringtie_mRNA_12146","YWHAB-like_stringtie_mRNA_12146",NA,NA
"Liver","OG_0006743",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_030288362.4.492","XM_030288362.4",NA,"YWHAB"
"Liver","OG_0006743",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","YWHAB-like_stringtie_mRNA_26128","YWHAB-like_stringtie_mRNA_26128",NA,NA
"Liver","OG_0006743",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","YWHAB-like_stringtie_mRNA_32449","YWHAB-like_stringtie_mRNA_32449",NA,NA
"Liver","OG_0006743",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_072917225.1.44","XM_072917225.1",NA,"YWHAB"
"Liver","OG_0006743",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","YWHAB-like_stringtie_mRNA_61398","YWHAB-like_stringtie_mRNA_61398",NA,NA
"Liver","OG_0006759",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","L2-like_stringtie_mRNA_62570","L2-like_stringtie_mRNA_62570",NA,NA
"Liver","OG_0006759",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","XM_002198252.7.171","XM_002198252.7",NA,"GNL2"
"Liver","OG_0006759",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","L2-like_stringtie_mRNA_57402","L2-like_stringtie_mRNA_57402",NA,NA
"Liver","OG_0006759",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","XM_002198252.7.198","XM_002198252.7",NA,"GNL2"
"Liver","OG_0006759",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","L2-like_stringtie_mRNA_49294","L2-like_stringtie_mRNA_49294",NA,NA
"Liver","OG_0006759",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_002198252.7.111","XM_002198252.7",NA,"GNL2"
"Liver","OG_0006759",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","L2-like_stringtie_mRNA_34700","L2-like_stringtie_mRNA_34700",NA,NA
"Liver","OG_0006759",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_002198252.7.70","XM_002198252.7",NA,"GNL2"
"Liver","OG_0006759",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_002198252.7.330","XM_002198252.7",NA,"GNL2"
"Liver","OG_0006926",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","PMPCA-like_stringtie_mRNA_821","PMPCA-like_stringtie_mRNA_821",NA,NA
"Liver","OG_0006926",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","PMPCA-like_stringtie_mRNA_536","PMPCA-like_stringtie_mRNA_536",NA,NA
"Liver","OG_0006926",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","PMPCA-like_stringtie_mRNA_2231","PMPCA-like_stringtie_mRNA_2231",NA,NA
"Liver","OG_0006926",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_030286829.4.9","XM_030286829.4",NA,"PMPCA"
"Liver","OG_0006926",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_030286829.4.2367","XM_030286829.4",NA,"PMPCA"
"Liver","OG_0006926",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","PMPCA-like_stringtie_mRNA_23337","PMPCA-like_stringtie_mRNA_23337",NA,NA
"Liver","OG_0006926",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_030286829.4.173","XM_030286829.4",NA,"PMPCA"
"Liver","OG_0006926",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","PMPCA-like_stringtie_mRNA_33968","PMPCA-like_stringtie_mRNA_33968",NA,NA
"Liver","OG_0006926",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_025156055.3.229","XM_025156055.3","PMPCA",NA
"Liver","OG_0006943",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","RARS1-like_stringtie_mRNA_25698","RARS1-like_stringtie_mRNA_25698",NA,NA
"Liver","OG_0006943",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","RARS1-like_stringtie_mRNA_60606","RARS1-like_stringtie_mRNA_60606",NA,NA
"Liver","OG_0006943",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_030283817.4.15","XM_030283817.4",NA,"RARS1"
"Liver","OG_0006943",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_030283817.4.104","XM_030283817.4",NA,"RARS1"
"Liver","OG_0006943",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","RARS1-like_stringtie_mRNA_34270","RARS1-like_stringtie_mRNA_34270",NA,NA
"Liver","OG_0006943",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","RARS1-like_stringtie_mRNA_3979","RARS1-like_stringtie_mRNA_3979",NA,NA
"Liver","OG_0006943",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_030283817.4.257","XM_030283817.4",NA,"RARS1"
"Liver","OG_0006943",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_030283817.4.20","XM_030283817.4",NA,"RARS1"
"Liver","OG_0006943",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","RARS1-like_stringtie_mRNA_52082","RARS1-like_stringtie_mRNA_52082",NA,NA
"Liver","OG_0007000",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_030292010.4.179","XM_030292010.4",NA,"MOV10"
"Liver","OG_0007000",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_002190096.6.231","XM_002190096.6",NA,"MOV10"
"Liver","OG_0007000",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_030292009.4.224","XM_030292009.4",NA,"MOV10"
"Liver","OG_0007000",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_030292009.4.267","XM_030292009.4",NA,"MOV10"
"Liver","OG_0007000",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_030292009.4.2560","XM_030292009.4",NA,"MOV10"
"Liver","OG_0007000",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","MOV10-like_stringtie_mRNA_5289","MOV10-like_stringtie_mRNA_5289",NA,NA
"Liver","OG_0007000",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_030292008.4.544","XM_030292008.4",NA,"MOV10"
"Liver","OG_0007000",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_030292008.4.119","XM_030292008.4",NA,"MOV10"
"Liver","OG_0007000",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","MOV10-like_stringtie_mRNA_39166","MOV10-like_stringtie_mRNA_39166",NA,NA
"Liver","OG_0007223",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_030274514.4.5","XM_030274514.4",NA,"THBS1"
"Liver","OG_0007223",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","THBS1-like_stringtie_mRNA_33506","THBS1-like_stringtie_mRNA_33506",NA,NA
"Liver","OG_0007223",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","THBS1-like_stringtie_mRNA_29760","THBS1-like_stringtie_mRNA_29760",NA,NA
"Liver","OG_0007223",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","THBS1-like_stringtie_mRNA_16014","THBS1-like_stringtie_mRNA_16014",NA,NA
"Liver","OG_0007223",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","thbs1-like_stringtie_mRNA_30613","thbs1-like_stringtie_mRNA_30613",NA,NA
"Liver","OG_0007223",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_030274514.4.16","XM_030274514.4",NA,"THBS1"
"Liver","OG_0007223",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","thbs1-like_stringtie_mRNA_5711","thbs1-like_stringtie_mRNA_5711",NA,NA
"Liver","OG_0007223",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","thbs1-like_stringtie_mRNA_43550","thbs1-like_stringtie_mRNA_43550",NA,NA
"Liver","OG_0007223",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","thbs1-like_stringtie_mRNA_5088","thbs1-like_stringtie_mRNA_5088",NA,NA
"Liver","OG_0007273",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","TTC13-like_stringtie_mRNA_3198","TTC13-like_stringtie_mRNA_3198",NA,NA
"Liver","OG_0007273",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","XM_030268311.4.61","XM_030268311.4",NA,"TTC13"
"Liver","OG_0007273",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","TTC13-like_stringtie_mRNA_54949","TTC13-like_stringtie_mRNA_54949",NA,NA
"Liver","OG_0007273",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","TTC13-like_stringtie_mRNA_23323","TTC13-like_stringtie_mRNA_23323",NA,NA
"Liver","OG_0007273",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","TTC13-like_stringtie_mRNA_32965","TTC13-like_stringtie_mRNA_32965",NA,NA
"Liver","OG_0007273",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_004935495.5.82","XM_004935495.5","TTC13",NA
"Liver","OG_0007273",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_030268311.4.83","XM_030268311.4",NA,"TTC13"
"Liver","OG_0007273",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","TTC13-like_stringtie_mRNA_18511","TTC13-like_stringtie_mRNA_18511",NA,NA
"Liver","OG_0007273",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","TTC13-like_stringtie_mRNA_18275","TTC13-like_stringtie_mRNA_18275",NA,NA
"Liver","OG_0007414",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","XM_030265370.4.119","XM_030265370.4",NA,"GOLGA4"
"Liver","OG_0007414",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","olga4-like_stringtie_mRNA_62311","olga4-like_stringtie_mRNA_62311",NA,NA
"Liver","OG_0007414",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","stringtie_mRNA_61293","stringtie_mRNA_61293",NA,NA
"Liver","OG_0007414",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","olga4-like_stringtie_mRNA_31149","olga4-like_stringtie_mRNA_31149",NA,NA
"Liver","OG_0007414",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","olga4-like_stringtie_mRNA_21521","olga4-like_stringtie_mRNA_21521",NA,NA
"Liver","OG_0007414",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_040688717.1.36","XM_040688717.1","GOLGA4",NA
"Liver","OG_0007414",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_015281660.4.175","XM_015281660.4","GOLGA4",NA
"Liver","OG_0007414",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","olga4-like_stringtie_mRNA_35607","olga4-like_stringtie_mRNA_35607",NA,NA
"Liver","OG_0007414",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","OLGA4-like_stringtie_mRNA_58628","OLGA4-like_stringtie_mRNA_58628",NA,NA
"Liver","OG_0007520",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","INO80-like_stringtie_mRNA_19352","INO80-like_stringtie_mRNA_19352",NA,NA
"Liver","OG_0007520",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_030274314.4.111","XM_030274314.4",NA,"INO80"
"Liver","OG_0007520",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","INO80-like_stringtie_mRNA_20505","INO80-like_stringtie_mRNA_20505",NA,NA
"Liver","OG_0007520",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","INO80-like_stringtie_mRNA_8863","INO80-like_stringtie_mRNA_8863",NA,NA
"Liver","OG_0007520",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_030274314.4.712","XM_030274314.4",NA,"INO80"
"Liver","OG_0007520",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","INO80-like_stringtie_mRNA_31067","INO80-like_stringtie_mRNA_31067",NA,NA
"Liver","OG_0007520",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","INO80-like_stringtie_mRNA_37693","INO80-like_stringtie_mRNA_37693",NA,NA
"Liver","OG_0007520",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_072929969.1.4","XM_072929969.1",NA,"INO80"
"Liver","OG_0007520",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","INO80-like_stringtie_mRNA_57198","INO80-like_stringtie_mRNA_57198",NA,NA
"Liver","OG_0007577",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","TSPAN12-like_stringtie_mRNA_9434","TSPAN12-like_stringtie_mRNA_9434",NA,NA
"Liver","OG_0007577",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","TSPAN12-like_stringtie_mRNA_48920","TSPAN12-like_stringtie_mRNA_48920",NA,NA
"Liver","OG_0007577",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","TSPAN12-like_stringtie_mRNA_59651","TSPAN12-like_stringtie_mRNA_59651",NA,NA
"Liver","OG_0007577",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_046936632.1.122","XM_046936632.1","TSPAN12",NA
"Liver","OG_0007577",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","TSPAN12-like_stringtie_mRNA_15801","TSPAN12-like_stringtie_mRNA_15801",NA,NA
"Liver","OG_0007577",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","TSPAN12-like_stringtie_mRNA_48226","TSPAN12-like_stringtie_mRNA_48226",NA,NA
"Liver","OG_0007577",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","TSPAN12-like_stringtie_mRNA_20095","TSPAN12-like_stringtie_mRNA_20095",NA,NA
"Liver","OG_0007577",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","stringtie_mRNA_43669","stringtie_mRNA_43669",NA,NA
"Liver","OG_0007577",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_046936697.1.490","XM_046936697.1","TSPAN12",NA
"Liver","OG_0007693",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","stringtie_mRNA_4535","stringtie_mRNA_4535",NA,NA
"Liver","OG_0007693",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","XM_072930995.1.1","XM_072930995.1",NA,"RET"
"Liver","OG_0007693",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","RET-like_stringtie_mRNA_3427","RET-like_stringtie_mRNA_3427",NA,NA
"Liver","OG_0007693",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","XM_072930995.1.1","XM_072930995.1",NA,"RET"
"Liver","OG_0007693",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","Ret-like_stringtie_mRNA_5603","Ret-like_stringtie_mRNA_5603",NA,NA
"Liver","OG_0007693",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_072930995.1.11","XM_072930995.1",NA,"RET"
"Liver","OG_0007693",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_072930995.1.5","XM_072930995.1",NA,"RET"
"Liver","OG_0007693",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","RET-like_stringtie_mRNA_6310","RET-like_stringtie_mRNA_6310",NA,NA
"Liver","OG_0007693",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_072930995.1.10","XM_072930995.1",NA,"RET"
"Liver","OG_0007694",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","Wac-like_stringtie_mRNA_23365","Wac-like_stringtie_mRNA_23365",NA,NA
"Liver","OG_0007694",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","XM_030264434.4.8","XM_030264434.4",NA,"WAC"
"Liver","OG_0007694",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_072925406.1.2","XM_072925406.1",NA,"WAC"
"Liver","OG_0007694",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","Wac-like_stringtie_mRNA_29992","Wac-like_stringtie_mRNA_29992",NA,NA
"Liver","OG_0007694",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","Wac-like_stringtie_mRNA_45475","Wac-like_stringtie_mRNA_45475",NA,NA
"Liver","OG_0007694",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_072925406.1.77","XM_072925406.1",NA,"WAC"
"Liver","OG_0007694",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","Wac-like_stringtie_mRNA_22815","Wac-like_stringtie_mRNA_22815",NA,NA
"Liver","OG_0007694",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_030264437.4.7","XM_030264437.4",NA,"WAC"
"Liver","OG_0007694",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_030264433.4.110","XM_030264433.4",NA,"WAC"
"Liver","OG_0007702",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","TBC1D5-like_stringtie_mRNA_56552","TBC1D5-like_stringtie_mRNA_56552",NA,NA
"Liver","OG_0007702",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","stringtie_mRNA_57715","stringtie_mRNA_57715",NA,NA
"Liver","OG_0007702",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","TBC1D5-like_stringtie_mRNA_1269","TBC1D5-like_stringtie_mRNA_1269",NA,NA
"Liver","OG_0007702",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","TBC1D5-like_stringtie_mRNA_21530","TBC1D5-like_stringtie_mRNA_21530",NA,NA
"Liver","OG_0007702",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","Tbc1d5-like_stringtie_mRNA_40823","Tbc1d5-like_stringtie_mRNA_40823",NA,NA
"Liver","OG_0007702",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","stringtie_mRNA_29300","stringtie_mRNA_29300",NA,NA
"Liver","OG_0007702",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","TBC1D5-like_stringtie_mRNA_14008","TBC1D5-like_stringtie_mRNA_14008",NA,NA
"Liver","OG_0007702",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","TBC1D5-like_stringtie_mRNA_1089","TBC1D5-like_stringtie_mRNA_1089",NA,NA
"Liver","OG_0007702",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","Tbc1d5-like_stringtie_mRNA_59839","Tbc1d5-like_stringtie_mRNA_59839",NA,NA
"Liver","OG_0007882",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_004175500.6.68","XM_004175500.6",NA,"VIM"
