"Tissue","OG","n_pairs","Pairs","species","gene_id","transcript_root","galGal_geneID","taeGut_geneID"
"Muscle","OG_0009758",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_012578119.5.67","XM_012578119.5",NA,"UBE2L3"
"Muscle","OG_0009758",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","Ube2l3-like_stringtie_mRNA_34600","Ube2l3-like_stringtie_mRNA_34600",NA,NA
"Muscle","OG_0009758",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","Ube2l3-like_stringtie_mRNA_1949","Ube2l3-like_stringtie_mRNA_1949",NA,NA
"Muscle","OG_0009758",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_030285749.4.36","XM_030285749.4",NA,"UBE2L3"
"Muscle","OG_0009850",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_26151","stringtie_mRNA_26151",NA,NA
"Muscle","OG_0009850",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_012575099.5.10","XM_012575099.5",NA,"CLTB"
"Muscle","OG_0009850",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_012575097.5.15","XM_012575097.5",NA,"CLTB"
"Muscle","OG_0009850",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_012575097.5.53","XM_012575097.5",NA,"CLTB"
"Muscle","OG_0009850",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_012575099.5.883","XM_012575099.5",NA,"CLTB"
"Muscle","OG_0009850",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","CLTB-like_stringtie_mRNA_625","CLTB-like_stringtie_mRNA_625",NA,NA
"Muscle","OG_0009850",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","CLTB-like_stringtie_mRNA_21878","CLTB-like_stringtie_mRNA_21878",NA,NA
"Muscle","OG_0009850",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","CLTB-like_stringtie_mRNA_45038","CLTB-like_stringtie_mRNA_45038",NA,NA
"Muscle","OG_0009850",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","CLTB-like_stringtie_mRNA_47370","CLTB-like_stringtie_mRNA_47370",NA,NA
"Muscle","OG_0009906",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","MAVS-like_stringtie_mRNA_55348","MAVS-like_stringtie_mRNA_55348",NA,NA
"Muscle","OG_0009906",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","stringtie_mRNA_56176","stringtie_mRNA_56176",NA,NA
"Muscle","OG_0009906",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","Mavs-like_stringtie_mRNA_61107","Mavs-like_stringtie_mRNA_61107",NA,NA
"Muscle","OG_0009906",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","MAVS-like_stringtie_mRNA_25724","MAVS-like_stringtie_mRNA_25724",NA,NA
"Muscle","OG_0009906",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_046940277.1.7093","XM_046940277.1","MAVS",NA
"Muscle","OG_0009906",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","stringtie_mRNA_29261","stringtie_mRNA_29261",NA,NA
"Muscle","OG_0009906",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","MAVS-like_stringtie_mRNA_27243","MAVS-like_stringtie_mRNA_27243",NA,NA
"Muscle","OG_0009906",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","MAVS-like_stringtie_mRNA_38841","MAVS-like_stringtie_mRNA_38841",NA,NA
"Muscle","OG_0009906",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_002187994.6.2539","XM_002187994.6",NA,"MAVS"
"Muscle","OG_0010010",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","UTP20-like_stringtie_mRNA_27896","UTP20-like_stringtie_mRNA_27896",NA,NA
"Muscle","OG_0010010",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","UTP20-like_stringtie_mRNA_38860","UTP20-like_stringtie_mRNA_38860",NA,NA
"Muscle","OG_0010010",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","UTP20-like_stringtie_mRNA_2989","UTP20-like_stringtie_mRNA_2989",NA,NA
"Muscle","OG_0010010",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","UTP20-like_stringtie_mRNA_7542","UTP20-like_stringtie_mRNA_7542",NA,NA
"Muscle","OG_0010010",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","UTP20-like_stringtie_mRNA_36631","UTP20-like_stringtie_mRNA_36631",NA,NA
"Muscle","OG_0010010",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","UTP20-like_stringtie_mRNA_48909","UTP20-like_stringtie_mRNA_48909",NA,NA
"Muscle","OG_0010010",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","UTP20-like_stringtie_mRNA_59628","UTP20-like_stringtie_mRNA_59628",NA,NA
"Muscle","OG_0010010",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","UTP20-like_stringtie_mRNA_4215","UTP20-like_stringtie_mRNA_4215",NA,NA
"Muscle","OG_0010010",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","UTP20-like_stringtie_mRNA_52479","UTP20-like_stringtie_mRNA_52479",NA,NA
"Muscle","OG_0010265",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_002188921.7.45","XM_002188921.7",NA,"MBTPS1"
"Muscle","OG_0010265",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_002188921.7.36","XM_002188921.7",NA,"MBTPS1"
"Muscle","OG_0010265",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_002188921.7.23","XM_002188921.7",NA,"MBTPS1"
"Muscle","OG_0010265",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","MBTPS1-like_stringtie_mRNA_8210","MBTPS1-like_stringtie_mRNA_8210",NA,NA
"Muscle","OG_0010265",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","MBTPS1-like_stringtie_mRNA_17692","MBTPS1-like_stringtie_mRNA_17692",NA,NA
"Muscle","OG_0010265",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","MBTPS1-like_stringtie_mRNA_48584","MBTPS1-like_stringtie_mRNA_48584",NA,NA
"Muscle","OG_0010265",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","MBTPS1-like_stringtie_mRNA_53616","MBTPS1-like_stringtie_mRNA_53616",NA,NA
"Muscle","OG_0010265",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_002188921.7.21","XM_002188921.7",NA,"MBTPS1"
"Muscle","OG_0010265",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","MBTPS1-like_stringtie_mRNA_47008","MBTPS1-like_stringtie_mRNA_47008",NA,NA
"Muscle","OG_0010354",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","LMOD2-like_stringtie_mRNA_13809","LMOD2-like_stringtie_mRNA_13809",NA,NA
"Muscle","OG_0010354",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","LMOD2-like_stringtie_mRNA_48869","LMOD2-like_stringtie_mRNA_48869",NA,NA
"Muscle","OG_0010354",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","LMOD2-like_stringtie_mRNA_59708","LMOD2-like_stringtie_mRNA_59708",NA,NA
"Muscle","OG_0010354",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","LMOD2-like_stringtie_mRNA_16102","LMOD2-like_stringtie_mRNA_16102",NA,NA
"Muscle","OG_0010354",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","LMOD2-like_stringtie_mRNA_18789","LMOD2-like_stringtie_mRNA_18789",NA,NA
"Muscle","OG_0010354",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","LMOD2-like_stringtie_mRNA_47663","LMOD2-like_stringtie_mRNA_47663",NA,NA
"Muscle","OG_0010354",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","LMOD2-like_stringtie_mRNA_44229","LMOD2-like_stringtie_mRNA_44229",NA,NA
"Muscle","OG_0010354",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_030256689.4.2","XM_030256689.4",NA,"LMOD2"
"Muscle","OG_0010354",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_030256689.4.344","XM_030256689.4",NA,"LMOD2"
"Muscle","OG_0010355",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_29560","stringtie_mRNA_29560",NA,NA
"Muscle","OG_0010355",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","PPIG-like_stringtie_mRNA_5184","PPIG-like_stringtie_mRNA_5184",NA,NA
"Muscle","OG_0010355",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_004176726.6.43","XM_004176726.6",NA,"PPIG"
"Muscle","OG_0010355",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","PPIG-like_stringtie_mRNA_11281","PPIG-like_stringtie_mRNA_11281",NA,NA
"Muscle","OG_0010355",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","PPIG-like_stringtie_mRNA_3081","PPIG-like_stringtie_mRNA_3081",NA,NA
"Muscle","OG_0010355",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","stringtie_mRNA_28035","stringtie_mRNA_28035",NA,NA
"Muscle","OG_0010355",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","PPIG-like_stringtie_mRNA_49352","PPIG-like_stringtie_mRNA_49352",NA,NA
"Muscle","OG_0010355",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_004176726.6.10","XM_004176726.6",NA,"PPIG"
"Muscle","OG_0010355",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","PPIG-like_stringtie_mRNA_11966","PPIG-like_stringtie_mRNA_11966",NA,NA
"Muscle","OG_0010443",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_002189854.7.109","XM_002189854.7",NA,"MMUT"
"Muscle","OG_0010443",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","Mmut-like_stringtie_mRNA_13033","Mmut-like_stringtie_mRNA_13033",NA,NA
"Muscle","OG_0010443",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","Mmut-like_stringtie_mRNA_4470","Mmut-like_stringtie_mRNA_4470",NA,NA
"Muscle","OG_0010443",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_002189854.7.133","XM_002189854.7",NA,"MMUT"
"Muscle","OG_0010443",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_002189854.7.2512","XM_002189854.7",NA,"MMUT"
"Muscle","OG_0010443",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_004935917.5.66","XM_004935917.5","MUT",NA
"Muscle","OG_0010443",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","Mmut-like_stringtie_mRNA_36451","Mmut-like_stringtie_mRNA_36451",NA,NA
"Muscle","OG_0010443",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","Mmut-like_stringtie_mRNA_9738","Mmut-like_stringtie_mRNA_9738",NA,NA
"Muscle","OG_0010443",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","Mmut-like_stringtie_mRNA_11241","Mmut-like_stringtie_mRNA_11241",NA,NA
"Muscle","OG_0010475",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_040698442.2.3","XM_040698442.2","LOC121113198",NA
"Muscle","OG_0010475",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","XM_030269480.4.114","XM_030269480.4",NA,"DST"
"Muscle","OG_0010475",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_040698442.2.22","XM_040698442.2","LOC121113198",NA
"Muscle","OG_0010475",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_030269480.4.289","XM_030269480.4",NA,"DST"
"Muscle","OG_0010475",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_030269480.4.80","XM_030269480.4",NA,"DST"
"Muscle","OG_0010475",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_030269480.4.3","XM_030269480.4",NA,"DST"
"Muscle","OG_0010475",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_040698442.2.107","XM_040698442.2","LOC121113198",NA
"Muscle","OG_0010475",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_040698442.2.6","XM_040698442.2","LOC121113198",NA
"Muscle","OG_0010475",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_040698442.2.129","XM_040698442.2","LOC121113198",NA
"Muscle","OG_0010522",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_002197868.7.1","XM_002197868.7",NA,"SGSM3"
"Muscle","OG_0010522",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","sgsm3-like_stringtie_mRNA_20828","sgsm3-like_stringtie_mRNA_20828",NA,NA
"Muscle","OG_0010522",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_3251","stringtie_mRNA_3251",NA,NA
"Muscle","OG_0010522",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","sgsm3-like_stringtie_mRNA_14961","sgsm3-like_stringtie_mRNA_14961",NA,NA
"Muscle","OG_0010522",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","sgsm3-like_stringtie_mRNA_2617","sgsm3-like_stringtie_mRNA_2617",NA,NA
"Muscle","OG_0010522",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","sgsm3-like_stringtie_mRNA_26427","sgsm3-like_stringtie_mRNA_26427",NA,NA
"Muscle","OG_0010522",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_015288904.4.-1","XM_015288904.4","SGSM3",NA
"Muscle","OG_0010522",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_002197868.7.2","XM_002197868.7",NA,"SGSM3"
"Muscle","OG_0010522",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_030262944.4.694","XM_030262944.4",NA,"SGSM3"
"Muscle","OG_0010533",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_002192970.7.114","XM_002192970.7",NA,"FAF1"
"Muscle","OG_0010533",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_002192970.7.2","XM_002192970.7",NA,"FAF1"
"Muscle","OG_0010533",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_6028","stringtie_mRNA_6028",NA,NA
"Muscle","OG_0010533",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","Faf1-like_stringtie_mRNA_14448","Faf1-like_stringtie_mRNA_14448",NA,NA
"Muscle","OG_0010533",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_046944878.1.400","XM_046944878.1","FAF1",NA
"Muscle","OG_0010533",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_040704872.2.14","XM_040704872.2","FAF1",NA
"Muscle","OG_0010533",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_040704872.2.49","XM_040704872.2","FAF1",NA
"Muscle","OG_0010533",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","Faf1-like_stringtie_mRNA_4348","Faf1-like_stringtie_mRNA_4348",NA,NA
"Muscle","OG_0010533",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","Faf1-like_stringtie_mRNA_48024","Faf1-like_stringtie_mRNA_48024",NA,NA
"Muscle","OG_0010555",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_002192623.7.68","XM_002192623.7",NA,"STAM"
"Muscle","OG_0010555",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","XM_002192623.7.14","XM_002192623.7",NA,"STAM"
"Muscle","OG_0010555",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_002192623.7.8","XM_002192623.7",NA,"STAM"
"Muscle","OG_0010555",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","Stam-like_stringtie_mRNA_6177","Stam-like_stringtie_mRNA_6177",NA,NA
"Muscle","OG_0010555",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_002192623.7.25","XM_002192623.7",NA,"STAM"
"Muscle","OG_0010555",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","STAM-like_stringtie_mRNA_29876","STAM-like_stringtie_mRNA_29876",NA,NA
"Muscle","OG_0010555",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_002192623.7.87","XM_002192623.7",NA,"STAM"
"Muscle","OG_0010555",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","STAM-like_stringtie_mRNA_476","STAM-like_stringtie_mRNA_476",NA,NA
"Muscle","OG_0010555",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","STAM-like_stringtie_mRNA_60767","STAM-like_stringtie_mRNA_60767",NA,NA
"Muscle","OG_0010713",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_004174455.6.5","XM_004174455.6",NA,"EHD4"
"Muscle","OG_0010713",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","EHD4-like_stringtie_mRNA_33058","EHD4-like_stringtie_mRNA_33058",NA,NA
"Muscle","OG_0010713",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","EHD4-like_stringtie_mRNA_20401","EHD4-like_stringtie_mRNA_20401",NA,NA
"Muscle","OG_0010713",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_046942108.1.12","XM_046942108.1","EHD4",NA
"Muscle","OG_0010713",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_004174455.6.-1_2","XM_004174455.6",NA,"EHD4"
"Muscle","OG_0010713",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","EHD4-like_stringtie_mRNA_31133","EHD4-like_stringtie_mRNA_31133",NA,NA
"Muscle","OG_0010713",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_046942108.1.176","XM_046942108.1","EHD4",NA
"Muscle","OG_0010713",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","Ehd4-like_stringtie_mRNA_43273","Ehd4-like_stringtie_mRNA_43273",NA,NA
"Muscle","OG_0010713",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","EHD4-like_stringtie_mRNA_57291","EHD4-like_stringtie_mRNA_57291",NA,NA
"Muscle","OG_0010714",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","EHD3-like_stringtie_mRNA_33734","EHD3-like_stringtie_mRNA_33734",NA,NA
"Muscle","OG_0010714",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","EHD3-like_stringtie_mRNA_32713","EHD3-like_stringtie_mRNA_32713",NA,NA
"Muscle","OG_0010714",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","EHD3-like_stringtie_mRNA_16726","EHD3-like_stringtie_mRNA_16726",NA,NA
"Muscle","OG_0010714",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","EHD3-like_stringtie_mRNA_5837","EHD3-like_stringtie_mRNA_5837",NA,NA
"Muscle","OG_0010714",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_030268940.4.-1_2","XM_030268940.4",NA,"EHD3"
"Muscle","OG_0010714",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","EHD3-like_stringtie_mRNA_654","EHD3-like_stringtie_mRNA_654",NA,NA
"Muscle","OG_0010714",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_030268940.4.174","XM_030268940.4",NA,"EHD3"
"Muscle","OG_0010714",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_030268940.4.45","XM_030268940.4",NA,"EHD3"
"Muscle","OG_0010714",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_030268940.4.86","XM_030268940.4",NA,"EHD3"
"Muscle","OG_0010849",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","VWF-like_stringtie_mRNA_20138","VWF-like_stringtie_mRNA_20138",NA,NA
"Muscle","OG_0010849",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","VWF-like_stringtie_mRNA_23642","VWF-like_stringtie_mRNA_23642",NA,NA
"Muscle","OG_0010849",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","VWF-like_stringtie_mRNA_58383","VWF-like_stringtie_mRNA_58383",NA,NA
"Muscle","OG_0010849",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","VWF-like_stringtie_mRNA_1053","VWF-like_stringtie_mRNA_1053",NA,NA
"Muscle","OG_0010849",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","VWF-like_stringtie_mRNA_35784","VWF-like_stringtie_mRNA_35784",NA,NA
"Muscle","OG_0010849",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","VWF-like_stringtie_mRNA_7284","VWF-like_stringtie_mRNA_7284",NA,NA
"Muscle","OG_0010849",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","VWF-like_stringtie_mRNA_31052","VWF-like_stringtie_mRNA_31052",NA,NA
"Muscle","OG_0010849",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","VWF-like_stringtie_mRNA_35803","VWF-like_stringtie_mRNA_35803",NA,NA
"Muscle","OG_0010849",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","VWF-like_stringtie_mRNA_1451","VWF-like_stringtie_mRNA_1451",NA,NA
"Muscle","OG_0011046",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_030281670.4.222","XM_030281670.4",NA,"UACA"
"Muscle","OG_0011046",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","UACA-like_stringtie_mRNA_61914","UACA-like_stringtie_mRNA_61914",NA,NA
"Muscle","OG_0011046",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_030281670.4.290","XM_030281670.4",NA,"UACA"
"Muscle","OG_0011046",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_030281670.4.331","XM_030281670.4",NA,"UACA"
